,scout,gato_mestre,minimo_para_valorizar,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome,foto
85,"{'CA': 2, 'DE': 65, 'FS': 4, 'GS': 17, 'SG': 8}","{'scouts': {'media': {'SG': 0.36, 'FS': 0.18, 'CA': 0.09, 'DE': 2.95, 'GS': 0.77}, 'mandante': {'SG': 2, 'FS': 1, 'CA': 1, 'DE': 24, 'GS': 8}, 'visitante': {'SG': 6, 'FS': 3, 'CA': 1, 'DE': 41, 'GS': 9}}, 'media_pontos_mandante': 2.55, 'media_pontos_visitante': 5.208333333333333, 'media_minutos_jogados': 101, 'minutos_jogados': 105}",0.88,22,71631,25,275,1,7,0.0,4.0,0.0,9.14,False,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png
86,"{'CA': 3, 'CV': 1, 'DS': 13, 'FC': 7, 'FS': 2}","{'scouts': {'media': {'FS': 0.22, 'DS': 1.44, 'FC': 0.78, 'CA': 0.33, 'CV': 0.11}, 'mandante': {'FS': 1, 'DS': 5, 'FC': 4, 'CA': 1}, 'visitante': {'FS': 1, 'DS': 8, 'FC': 3, 'CA': 2, 'CV': 1}}, 'media_pontos_mandante': 1.075, 'media_pontos_visitante': 0.8400000000000002, 'media_minutos_jogados': 98, 'minutos_jogados': 109}",-1.79,9,69355,25,267,4,3,-3.0,0.95,-1.11,3.64,True,medel,Medel,Medel,Gary Alexis Medel Soto,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_ciMordA.png
87,"{'CA': 1, 'DS': 5, 'FC': 8, 'FF': 5, 'FS': 9}","{'scouts': {'media': {'FS': 0.82, 'DS': 0.45, 'FC': 0.73, 'CA': 0.09, 'FF': 0.45}, 'mandante': {'FS': 1, 'DS': 3, 'FC': 3, 'FF': 4}, 'visitante': {'FS': 8, 'DS': 2, 'FC': 5, 'CA': 1, 'FF': 1}}, 'media_pontos_mandante': 1.0666666666666667, 'media_pontos_visitante': 0.9400000000000001, 'media_minutos_jogados': 45, 'minutos_jogados': 30}",0.87,11,69325,25,285,4,7,0.0,1.01,-0.26,6.56,True,aranguiz,Ar†nguiz,Ar†nguiz,Charles Mariano Ar†nguiz Sandoval,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png
88,"{'A': 1, 'CA': 1, 'CV': 1, 'DS': 21, 'FC': 9, 'FD': 1, 'FF': 5, 'FS': 3}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",3.58,7,71898,25,263,4,6,4.2,4.31,0.48,5.53,True,gabriel-pires,Gabriel Pires,G. Pires,Gabriel Appelt Pires,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png
89,"{'CA': 5, 'DS': 14, 'FC': 9, 'FD': 11, 'FF': 18, 'FS': 19, 'G': 4, 'I': 8}","{'scouts': {'media': {'FS': 0.9, 'G': 0.19, 'I': 0.38, 'DS': 0.67, 'FC': 0.43, 'CA': 0.24, 'FF': 0.86, 'FD': 0.52}, 'mandante': {'FS': 12, 'G': 3, 'I': 5, 'DS': 7, 'FC': 6, 'CA': 2, 'FF': 13, 'FD': 9}, 'visitante': {'FS': 7, 'G': 1, 'I': 3, 'DS': 7, 'FC': 3, 'CA': 3, 'FF': 5, 'FD': 2}}, 'media_pontos_mandante': 4.253846153846154, 'media_pontos_visitante': 2.7625, 'media_minutos_jogados': 71, 'minutos_jogados': 95}",9.84,21,71844,25,356,5,6,11.7,3.69,1.47,8.56,True,thiago-galhardo,Thiago Galhardo,T. Galhardo,Thiago Galhardo do Nascimento Rocha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png
90,"{'CA': 3, 'DS': 5, 'FC': 8, 'FD': 3, 'FF': 1, 'FS': 4, 'G': 2, 'I': 3}","{'scouts': {'media': {'FS': 0.67, 'G': 0.33, 'I': 0.5, 'DS': 0.83, 'FC': 1.33, 'CA': 0.5, 'FF': 0.17, 'FD': 0.5}, 'mandante': {'FS': 1, 'G': 2, 'I': 1, 'DS': 4, 'FC': 6, 'CA': 2, 'FF': 1, 'FD': 3}, 'visitante': {'FS': 3, 'I': 2, 'DS': 1, 'FC': 2, 'CA': 1}}, 'media_pontos_mandante': 7.266666666666667, 'media_pontos_visitante': 0.3, 'media_minutos_jogados': 48, 'minutos_jogados': 102}",2.98,6,70316,25,263,5,3,2.8,3.78,0.31,9.14,True,diego-costa,Diego Costa,D. Costa,Diego da Silva Costa,https://s.sde.globo.com/media/person_role/2023/08/12/photo_FORMATO_RCzvL0a.png
91,"{'CA': 4, 'DE': 64, 'FS': 6, 'GS': 19, 'SG': 10}","{'scouts': {'media': {'SG': 0.42, 'FS': 0.25, 'CA': 0.17, 'DE': 2.67, 'GS': 0.79}, 'mandante': {'SG': 5, 'FS': 3, 'CA': 2, 'DE': 26, 'GS': 10}, 'visitante': {'SG': 5, 'FS': 3, 'CA': 2, 'DE': 38, 'GS': 9}}, 'media_pontos_mandante': 3.375, 'media_pontos_visitante': 4.458333333333333, 'media_minutos_jogados': 101, 'minutos_jogados': 104}",7.62,24,72294,25,282,1,7,9.0,3.92,0.24,7.72,True,everson,Everson,Everson,Everson Felipe Marques Pires,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png
92,"{'A': 1, 'CA': 3, 'CV': 1, 'DS': 20, 'FC': 31, 'FD': 7, 'FF': 8, 'FS': 10, 'FT': 1, 'G': 3, 'GS': 1, 'I': 1, 'PC': 1, 'SG': 2}","{'scouts': {'media': {'SG': 0.12, 'FS': 0.62, 'A': 0.06, 'FT': 0.06, 'G': 0.19, 'I': 0.06, 'DS': 1.25, 'FC': 1.94, 'CA': 0.19, 'CV': 0.06, 'GS': 0.06, 'FF': 0.5, 'FD': 0.44, 'PC': 0.06}, 'mandante': {'SG': 2, 'FS': 4, 'G': 2, 'DS': 7, 'FC': 12, 'CA': 2, 'GS': 1, 'FF': 1, 'FD': 4}, 'visitante': {'FS': 6, 'A': 1, 'FT': 1, 'G': 1, 'I': 1, 'DS': 13, 'FC': 19, 'CA': 1, 'CV': 1, 'FF': 7, 'FD': 3, 'PC': 1}}, 'media_pontos_mandante': 5.057142857142857, 'media_pontos_visitante': 3.6666666666666665, 'media_minutos_jogados': 85, 'minutos_jogados': 102}",0.0,16,72142,25,327,3,7,-0.4,4.28,0.11,5.43,True,danilo-avelar,Danilo Avelar,D. Avelar,Danilo Fernando Avelar,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png
93,"{'A': 1, 'CA': 7, 'DS': 28, 'FC': 25, 'FD': 3, 'FF': 7, 'FS': 19, 'FT': 1, 'G': 1, 'I': 4, 'SG': 7}","{'scouts': {'media': {'SG': 0.32, 'FS': 0.86, 'A': 0.05, 'FT': 0.05, 'G': 0.05, 'I': 0.18, 'DS': 1.27, 'FC': 1.14, 'CA': 0.32, 'FF': 0.32, 'FD': 0.14}, 'mandante': {'SG': 3, 'FS': 8, 'A': 1, 'I': 1, 'DS': 13, 'FC': 10, 'CA': 3, 'FF': 5, 'FD': 1}, 'visitante': {'SG': 4, 'FS': 11, 'FT': 1, 'G': 1, 'I': 3, 'DS': 15, 'FC': 15, 'CA': 4, 'FF': 2, 'FD': 2}}, 'media_pontos_mandante': 3.5181818181818185, 'media_pontos_visitante': 4.5181818181818185, 'media_minutos_jogados': 99, 'minutos_jogados': 105}",5.57,22,71684,25,275,3,7,0.0,4.02,0.0,9.88,False,gustavo-gomez,Gustavo G¢mez,G. G¢mez,Gustavo Ra£l G¢mez Portillo,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png
94,"{'CA': 2, 'CV': 1, 'DS': 22, 'FC': 12, 'FD': 1, 'FS': 5, 'SG': 5}","{'scouts': {'media': {'SG': 0.56, 'FS': 0.56, 'DS': 2.44, 'FC': 1.33, 'CA': 0.22, 'CV': 0.11, 'FD': 0.11}, 'mandante': {'SG': 3, 'FS': 1, 'DS': 7, 'FC': 7, 'CA': 1, 'FD': 1}, 'visitante': {'SG': 2, 'FS': 4, 'DS': 15, 'FC': 5, 'CA': 1, 'CV': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 65, 'minutos_jogados': 30}",6.67,9,70171,25,263,2,5,0.0,5.16,0.0,6.7,False,rafael,Rafael,Rafael,Rafael Pereira da Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png
95,"{'CA': 1, 'DS': 8, 'FC': 11, 'FD': 2, 'FF': 1, 'FS': 6}","{'scouts': {'media': {'FS': 0.6, 'DS': 0.8, 'FC': 1.1, 'CA': 0.1, 'FF': 0.1, 'FD': 0.2}, 'mandante': {'FS': 2, 'DS': 4, 'FC': 6, 'CA': 1}, 'visitante': {'FS': 4, 'DS': 4, 'FC': 5, 'FF': 1, 'FD': 2}}, 'media_pontos_mandante': 1, 'media_pontos_visitante': 1.2142857142857142, 'media_minutos_jogados': 38, 'minutos_jogados': 11}",1.23,10,70986,25,265,4,6,0.0,1.15,0.0,1.93,False,leo-cittadini,LÇo Cittadini,L. Cittadini,Leonardo Cittadini,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png
96,"{'CV': 1, 'DE': 42, 'DP': 2, 'FC': 1, 'FS': 1, 'GC': 1, 'GS': 26, 'SG': 1}","{'scouts': {'media': {'SG': 0.08, 'FS': 0.08, 'FC': 0.08, 'GC': 0.08, 'CV': 0.08, 'DE': 3.5, 'DP': 0.17, 'GS': 2.17}, 'mandante': {'SG': 1, 'FC': 1, 'CV': 1, 'DE': 20, 'DP': 2, 'GS': 12}, 'visitante': {'FS': 1, 'GC': 1, 'DE': 22, 'GS': 14}}, 'media_pontos_mandante': 3.3857142857142857, 'media_pontos_visitante': 1.1, 'media_minutos_jogados': 101, 'minutos_jogados': 100}",4.81,12,72580,25,327,1,6,0.0,2.43,0.0,6.27,False,matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png
97,"{'CA': 6, 'CV': 2, 'DS': 32, 'FC': 54, 'FF': 11, 'FS': 21, 'G': 2, 'PS': 1, 'SG': 7}","{'scouts': {'media': {'SG': 0.32, 'FS': 0.95, 'G': 0.09, 'DS': 1.45, 'FC': 2.45, 'CA': 0.27, 'CV': 0.09, 'FF': 0.5, 'PS': 0.05}, 'mandante': {'SG': 4, 'FS': 10, 'G': 1, 'DS': 12, 'FC': 30, 'CA': 3, 'CV': 1, 'FF': 7}, 'visitante': {'SG': 3, 'FS': 11, 'G': 1, 'DS': 20, 'FC': 24, 'CA': 3, 'CV': 1, 'FF': 4, 'PS': 1}}, 'media_pontos_mandante': 3.8, 'media_pontos_visitante': 3.625, 'media_minutos_jogados': 94, 'minutos_jogados': 102}",1.08,22,72532,25,290,2,3,1.0,3.7,-1.0,4.72,True,maguinho,Maguinho,Maguinho,Magno JosÇ da Silva,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png
98,"{'A': 1, 'CV': 1, 'DS': 10, 'FC': 9, 'FD': 7, 'FF': 8, 'FS': 20, 'FT': 2, 'G': 2, 'I': 3}","{'scouts': {'media': {'FS': 0.91, 'A': 0.05, 'FT': 0.09, 'G': 0.09, 'I': 0.14, 'DS': 0.45, 'FC': 0.41, 'CV': 0.05, 'FF': 0.36, 'FD': 0.32}, 'mandante': {'FS': 14, 'A': 1, 'FT': 2, 'G': 1, 'I': 1, 'DS': 7, 'FC': 5, 'FF': 4, 'FD': 5}, 'visitante': {'FS': 6, 'G': 1, 'I': 2, 'DS': 3, 'FC': 4, 'CV': 1, 'FF': 4, 'FD': 2}}, 'media_pontos_mandante': 3.8181818181818183, 'media_pontos_visitante': 1.4363636363636365, 'media_minutos_jogados': 64, 'minutos_jogados': 104}",4.06,22,72772,25,285,5,6,4.4,2.63,0.43,6.37,True,luiz-adriano,Luiz Adriano,L. Adriano,Luiz Adriano de Souza da Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png
99,"{'CA': 3, 'DS': 24, 'FC': 15, 'FD': 1, 'FF': 5, 'FS': 10, 'G': 1, 'PC': 1, 'SG': 4}","{'scouts': {'media': {'SG': 0.24, 'FS': 0.59, 'G': 0.06, 'DS': 1.41, 'FC': 0.88, 'CA': 0.18, 'FF': 0.29, 'FD': 0.06, 'PC': 0.06}, 'mandante': {'SG': 2, 'FS': 2, 'G': 1, 'DS': 14, 'FC': 5, 'CA': 3, 'FF': 4, 'PC': 1}, 'visitante': {'SG': 2, 'FS': 8, 'DS': 10, 'FC': 10, 'FF': 1, 'FD': 1}}, 'media_pontos_mandante': 4.187500000000001, 'media_pontos_visitante': 2.7777777777777772, 'media_minutos_jogados': 84, 'minutos_jogados': 102}",0.23,17,72605,25,265,3,7,-0.3,3.45,-0.39,5.79,True,vitor-hugo,Vitor Hugo,V. Hugo,Vitor Hugo Franchescoli de Souza,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png
100,{'V': 12},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",1.96,25,72391,25,266,6,7,1.05,5.21,-0.96,13.81,True,fernando-diniz,Fernando Diniz,F. Diniz,Fernando Diniz Silva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png
101,"{'CA': 7, 'CV': 1, 'DS': 22, 'FC': 23, 'FD': 2, 'FF': 1, 'FS': 7, 'SG': 6}","{'scouts': {'media': {'SG': 0.4, 'FS': 0.47, 'DS': 1.47, 'FC': 1.53, 'CA': 0.47, 'CV': 0.07, 'FF': 0.07, 'FD': 0.13}, 'mandante': {'SG': 3, 'FS': 3, 'DS': 10, 'FC': 11, 'CA': 3, 'CV': 1, 'FF': 1, 'FD': 1}, 'visitante': {'SG': 3, 'FS': 4, 'DS': 12, 'FC': 12, 'CA': 4, 'FD': 1}}, 'media_pontos_mandante': 3.533333333333333, 'media_pontos_visitante': 2.7777777777777777, 'media_minutos_jogados': 91, 'minutos_jogados': 52}",0.53,15,72951,25,285,3,7,0.0,3.08,0.0,5.19,False,mercado,Mercado,Mercado,Gabriel Iv†n Mercado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png
102,"{'A': 3, 'CA': 5, 'CV': 1, 'DS': 14, 'FC': 20, 'FD': 2, 'FF': 5, 'FS': 17, 'G': 1, 'I': 1, 'PC': 1}","{'scouts': {'media': {'FS': 1.31, 'A': 0.23, 'G': 0.08, 'I': 0.08, 'DS': 1.08, 'FC': 1.54, 'CA': 0.38, 'CV': 0.08, 'FF': 0.38, 'FD': 0.15, 'PC': 0.08}, 'mandante': {'FS': 8, 'A': 2, 'G': 1, 'I': 1, 'DS': 7, 'FC': 13, 'CA': 3, 'CV': 1, 'FF': 3, 'FD': 1, 'PC': 1}, 'visitante': {'FS': 9, 'A': 1, 'DS': 7, 'FC': 7, 'CA': 2, 'FF': 2, 'FD': 1}}, 'media_pontos_mandante': 3.2857142857142856, 'media_pontos_visitante': 2.766666666666666, 'media_minutos_jogados': 79, 'minutos_jogados': 100}",3.56,13,72775,25,293,4,7,3.9,3.04,-0.33,5.94,True,fernandinho,Fernandinho,Fernandinho,Fernando Luiz Rosa,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png
103,"{'CA': 2, 'DS': 15, 'FC': 16, 'FD': 1, 'FF': 3, 'FS': 12, 'I': 2, 'SG': 4}","{'scouts': {'media': {'SG': 0.2, 'FS': 0.6, 'I': 0.1, 'DS': 0.75, 'FC': 0.8, 'CA': 0.1, 'FF': 0.15, 'FD': 0.05}, 'mandante': {'SG': 4, 'FS': 6, 'I': 2, 'DS': 12, 'FC': 6, 'FF': 1}, 'visitante': {'FS': 6, 'DS': 3, 'FC': 10, 'CA': 2, 'FF': 2, 'FD': 1}}, 'media_pontos_mandante': 3.2909090909090906, 'media_pontos_visitante': 0.4888888888888888, 'media_minutos_jogados': 93, 'minutos_jogados': 105}",6.29,20,73620,25,284,3,6,0.0,2.04,0.0,6.67,False,bruno-alves,Bruno Alves,B. Alves,Bruno Fabiano Alves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png
104,"{'CA': 1, 'CV': 1, 'DS': 10, 'FC': 11, 'FD': 1, 'FS': 3, 'FT': 1}","{'scouts': {'media': {'FS': 0.38, 'FT': 0.12, 'DS': 1.25, 'FC': 1.38, 'CA': 0.12, 'CV': 0.12, 'FD': 0.12}, 'mandante': {'FS': 3, 'DS': 6, 'FC': 7, 'CV': 1, 'FD': 1}, 'visitante': {'FT': 1, 'DS': 4, 'FC': 4, 'CA': 1}}, 'media_pontos_mandante': 1.2000000000000002, 'media_pontos_visitante': 1.4, 'media_minutos_jogados': 61, 'minutos_jogados': 4}",0.52,8,73318,25,327,2,6,0.0,1.3,0.0,4.44,False,daniel-borges,Daniel Borges,D. Borges,Daniel Fortunato Borges,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png
105,"{'A': 2, 'CA': 6, 'DS': 20, 'FC': 15, 'FD': 2, 'FF': 11, 'FS': 23, 'G': 1, 'I': 4, 'SG': 7}","{'scouts': {'media': {'SG': 0.37, 'FS': 1.21, 'A': 0.11, 'G': 0.05, 'I': 0.21, 'DS': 1.05, 'FC': 0.79, 'CA': 0.32, 'FF': 0.58, 'FD': 0.11}, 'mandante': {'SG': 6, 'FS': 15, 'A': 1, 'G': 1, 'I': 3, 'DS': 14, 'FC': 13, 'CA': 4, 'FF': 6, 'FD': 1}, 'visitante': {'SG': 1, 'FS': 8, 'A': 1, 'I': 1, 'DS': 6, 'FC': 2, 'CA': 2, 'FF': 5, 'FD': 1}}, 'media_pontos_mandante': 5.425, 'media_pontos_visitante': 3.3857142857142857, 'media_minutos_jogados': 95, 'minutos_jogados': 98}",2.86,19,73384,25,266,2,7,2.6,4.68,-0.97,10.49,True,samuel-xavier,Samuel Xavier,S. Xavier,Samuel Xavier Brito,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png
106,"{'A': 4, 'CA': 3, 'CV': 1, 'DS': 19, 'FC': 25, 'FD': 5, 'FF': 10, 'FS': 11, 'G': 3, 'I': 2}","{'scouts': {'media': {'FS': 0.61, 'A': 0.22, 'G': 0.17, 'I': 0.11, 'DS': 1.06, 'FC': 1.39, 'CA': 0.17, 'CV': 0.06, 'FF': 0.56, 'FD': 0.28}, 'mandante': {'FS': 7, 'A': 1, 'I': 1, 'DS': 9, 'FC': 14, 'CA': 3, 'FF': 3, 'FD': 3}, 'visitante': {'FS': 4, 'A': 3, 'G': 3, 'I': 1, 'DS': 10, 'FC': 11, 'CV': 1, 'FF': 7, 'FD': 2}}, 'media_pontos_mandante': 1.9999999999999996, 'media_pontos_visitante': 6.066666666666666, 'media_minutos_jogados': 62, 'minutos_jogados': 66}",4.21,18,73781,25,290,5,7,5.0,4.05,0.55,5.26,True,guilherme-marques,Guilherme Marques,G. Marques,Guilherme Costa Marques,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png
107,"{'DS': 6, 'FC': 3, 'FS': 1}","{'scouts': {'media': {'FS': 0.33, 'DS': 2, 'FC': 1}, 'mandante': {'FS': 1, 'DS': 4, 'FC': 1}, 'visitante': {'DS': 2, 'FC': 2}}, 'media_pontos_mandante': 2.5, 'media_pontos_visitante': 1.8, 'media_minutos_jogados': 10, 'minutos_jogados': 13}",2.1,3,72134,25,284,5,6,0.0,2.27,0.0,4.42,False,iturbe,Iturbe,Iturbe,Juan Manuel Iturbe ArÇvalos,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png
108,"{'DE': 3, 'GS': 1}","{'scouts': {'media': {'DE': 3, 'GS': 1}, 'mandante': {}, 'visitante': {'DE': 3, 'GS': 1}}, 'media_pontos_mandante': 0, 'media_pontos_visitante': 2, 'media_minutos_jogados': 50, 'minutos_jogados': 50}",2.55,1,74061,25,263,1,6,0.0,2.0,0.0,6.23,False,gatito-fernandez,Gatito Fern†ndez,G. Fern†ndez,Roberto Junior Fern†ndez Torres,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png
109,"{'CA': 5, 'DS': 28, 'FC': 21, 'FD': 3, 'FF': 1, 'FS': 9}","{'scouts': {'media': {'FS': 0.69, 'DS': 2.15, 'FC': 1.62, 'CA': 0.38, 'FF': 0.08, 'FD': 0.23}, 'mandante': {'FS': 3, 'DS': 13, 'FC': 14, 'CA': 2, 'FF': 1, 'FD': 2}, 'visitante': {'FS': 6, 'DS': 15, 'FC': 7, 'CA': 3, 'FD': 1}}, 'media_pontos_mandante': 2.35, 'media_pontos_visitante': 2.442857142857143, 'media_minutos_jogados': 55, 'minutos_jogados': 74}",2.24,13,72497,25,285,4,6,2.2,2.38,0.34,5.12,True,gustavo-campanharo,Gustavo Campanharo,G. Campanharo,Gustavo Campanharo,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png
110,"{'A': 1, 'CA': 2, 'DS': 9, 'FC': 15, 'FS': 5, 'G': 1}","{'scouts': {'media': {'FS': 1, 'A': 0.2, 'G': 0.2, 'DS': 1.8, 'FC': 3, 'CA': 0.4}, 'mandante': {'A': 1, 'G': 1, 'DS': 6, 'FC': 8, 'CA': 1}, 'visitante': {'FS': 5, 'DS': 3, 'FC': 7, 'CA': 1}}, 'media_pontos_mandante': 5.6000000000000005, 'media_pontos_visitante': 1.5, 'media_minutos_jogados': 71, 'minutos_jogados': 95}",8.66,5,74187,25,277,4,7,12.9,3.96,2.36,7.9,True,rincon,Rinc¢n,Rinc¢n,Tom†s Eduardo Rinc¢n Hern†ndez,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png
111,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,72372,25,276,1,6,0.0,0.0,0.0,6.0,False,felipe-alves,Felipe Alves,F. Alves,Felipe Alves Raymundo,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png
112,"{'A': 2, 'CA': 3, 'DS': 6, 'FC': 16, 'FD': 3, 'FF': 2, 'FS': 16, 'G': 1, 'I': 3, 'SG': 5}","{'scouts': {'media': {'SG': 0.26, 'FS': 0.84, 'A': 0.11, 'G': 0.05, 'I': 0.16, 'DS': 0.32, 'FC': 0.84, 'CA': 0.16, 'FF': 0.11, 'FD': 0.16}, 'mandante': {'SG': 3, 'FS': 10, 'A': 2, 'G': 1, 'DS': 2, 'FC': 7, 'CA': 2, 'FF': 1, 'FD': 1}, 'visitante': {'SG': 2, 'FS': 6, 'I': 3, 'DS': 4, 'FC': 9, 'CA': 1, 'FF': 1, 'FD': 2}}, 'media_pontos_mandante': 3.8300000000000005, 'media_pontos_visitante': 1.8888888888888888, 'media_minutos_jogados': 66, 'minutos_jogados': 2}",0.6,19,78077,25,293,2,5,0.0,2.9,0.0,5.99,False,madson,Madson,Madson,Madson Ferreira dos Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png
113,"{'A': 1, 'CA': 4, 'DS': 8, 'FC': 15, 'FD': 10, 'FF': 7, 'FS': 15, 'G': 3, 'I': 7}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",2.69,21,78117,25,265,5,2,2.4,2.59,-0.12,7.98,True,everaldo,Everaldo,Everaldo,Everaldo Stum,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png
114,"{'A': 1, 'CA': 1, 'DS': 15, 'FC': 31, 'FD': 5, 'FF': 14, 'FS': 14, 'G': 1, 'I': 16, 'PS': 1}","{'scouts': {'media': {'FS': 0.82, 'A': 0.06, 'G': 0.06, 'I': 0.94, 'DS': 0.88, 'FC': 1.82, 'CA': 0.06, 'FF': 0.82, 'FD': 0.29, 'PS': 0.06}, 'mandante': {'FS': 7, 'A': 1, 'I': 5, 'DS': 6, 'FC': 15, 'CA': 1, 'FF': 8, 'FD': 3}, 'visitante': {'FS': 7, 'G': 1, 'I': 11, 'DS': 9, 'FC': 16, 'FF': 6, 'FD': 2, 'PS': 1}}, 'media_pontos_mandante': 2.4625, 'media_pontos_visitante': 2.733333333333333, 'media_minutos_jogados': 69, 'minutos_jogados': 19}",0.67,17,72583,25,285,5,6,0.0,2.6,0.0,5.97,False,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Konzen Medina da Silva,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png
115,"{'DE': 1, 'SG': 1}","{'scouts': {'media': {'SG': 1, 'DE': 1}, 'mandante': {'SG': 1, 'DE': 1}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 102, 'minutos_jogados': 102}",6.68,1,72595,25,356,1,6,0.0,6.0,0.0,4.92,False,mauricio-kozlinski,Maur°cio Kozlinski,M. Kozlinski,Maur°cio Kozlinski,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png
116,"{'CA': 2, 'DS': 38, 'FC': 16, 'FD': 1, 'FF': 3, 'FS': 28, 'G': 1, 'I': 1, 'SG': 8}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",2.96,21,78445,25,285,2,7,0.0,4.96,0.0,10.02,False,rene,Renà,Renà,Renà Rodrigues Martins,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png
117,"{'A': 5, 'CA': 7, 'CV': 1, 'DS': 11, 'FC': 23, 'FD': 6, 'FF': 5, 'FS': 15, 'G': 1, 'I': 3, 'PC': 1, 'SG': 4}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",3.66,17,78850,25,284,2,7,3.9,3.92,-0.14,7.84,True,reinaldo,Reinaldo,Reinaldo,Reinaldo Manoel da Silva,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png
