,nome,slug,apelido,foto,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,clube.id.full.name,A,CA,FC,FD,FF,FS,FT,G,I,PE,RB,SG,CV,DD,GS,PP,GC,DP
309,JosÇ Ricardo Ara£jo Fernandes,ze-ricardo,ZÇ Ricardo,https://s.glbimg.com/es/sde/f/2018/09/18/03e7abfdac596735f28f8c3784957b23_FORMATO.png,102911,38,FLU,4,6,0,1.0,0,0,Fluminense,,,,,,,,,,,,,,,,,,
310,Mateus Rodrigues Dos Santos ,mateus,Mateus,,102957,38,VIT,2,6,0,3.57,0,6.1,Vit¢ria,,,,,1.0,,,,,4.0,1.0,1.0,,,,,,
311,Luan Vinicius da Silva Santos ,luan,Luan,https://s.glbimg.com/es/sde/f/2018/08/22/a2c64eeac368068b590a24a0ee381522_FORMATO.png,102909,38,SAO,4,5,0,2.05,0,2.27,SÑo Paulo,1.0,1.0,13.0,3.0,,5.0,,,1.0,9.0,11.0,,,,,,,
312,Igor da Silva Amaral,igor-amaral,Igor Amaral,https://s.glbimg.com/es/sde/f/2018/08/03/617d3a1d03fc88e359293779c15c367a_FORMATO.png,86073,38,AME,4,6,0,2.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
313,Paulo Ricardo Fales,paulo-fales,Paulo Fales,https://s.glbimg.com/es/sde/f/2018/09/21/5d4b7dbbbe7fc4792115d2aa2174eaf0_FORMATO.png,102914,38,PAR,3,6,0,2.0,0,0,Paran†,,,,,,,,,,,,,,,,,,
314,Ruan Marvyn Vital Ferreira,ruan-marvyn,Ruan Marvyn,,102915,38,ATL,3,6,0,2.0,0,0,AtlÇtico-MG,,,,,,,,,,,,,,,,,,
315,Victor Alexandre de Souza,vitinho,Vitinho,https://s.glbimg.com/es/sde/f/2018/11/14/d2e1cced9103cb661cd800925eff2c10_FORMATO.png,103577,38,PAR,2,6,0,2.0,0,0,Paran†,,,,,,,,,,,,,,,,,,
316,Goldeson Cassemiro Marques,goldeson,Goldeson,https://s.glbimg.com/es/sde/f/2018/07/26/2d0532464269e49f86e8f2f15154a447_FORMATO.png,102956,38,AME,5,6,0,2.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
317,Andrew Erik Feitosa,morato,Morato,https://s.glbimg.com/es/sde/f/2018/08/10/f20dbfb85cf291b37dab5689f90e2f2c_FORMATO.png,86227,38,SPO,5,5,0,1.64,0,1.16,Sport,,1.0,6.0,4.0,2.0,5.0,,,3.0,6.0,5.0,,,,,,,
318,JoÑo Burse,joao-burse,JoÑo Burse,https://s.glbimg.com/es/sde/f/2018/07/31/ef2edbb0684ecfeaa78816cca5c39601_FORMATO.png,103006,38,VIT,6,7,2.95,6.11,#CAMPO!,3.21,Vit¢ria,,,,,,,,,,,,,,,,,,
319,Wanderson Santos Pereira,wanderson,Wanderson,https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png,86143,38,ATL,3,7,0.6,3.64,#CAMPO!,1.37,AtlÇtico-PR,,2.0,23.0,1.0,2.0,4.0,,,1.0,31.0,14.0,4.0,,,,,,
320,Miguel Üngel Borja Hern†ndez,borja,Borja,https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png,86120,38,PAL,5,2,0.8,9.54,#CAMPO!,2.71,Palmeiras,1.0,5.0,26.0,6.0,23.0,13.0,,3.0,10.0,31.0,13.0,,,,,,,
321,Matheus Bezerra Lira,matheus-lira,Matheus Lira,https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png,102146,38,CEA,4,6,0,1.0,0,0,Cear†,,,,,,,,,,,,,,,,,,
322,Gabriel Nascimento Resende BrazÑo,gabriel-brazao,Gabriel BrazÑo,https://s.glbimg.com/es/sde/f/2018/08/07/473f43841ebfd167cb1c79dbbf7b1f67_FORMATO.png,103056,38,CRU,1,6,0,3.0,0,0,Cruzeiro,,,,,,,,,,,,,,,,,,
323,Vitor Eudes de Souza Costa,vitor-eudes,Vitor Eudes,https://s.glbimg.com/es/sde/f/2018/11/22/3fc8cbbb0eff85d2cfd8e31bd040d110_FORMATO.png,102137,38,CRU,1,6,0,1.0,0,0,Cruzeiro,,,,,,,,,,,,,,,,,,
324,Gabriel JosÇ Ferreira Mesquita,gabriel,Gabriel,https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png,102290,38,ATL,1,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
325,Matias Antonini Lui,antonini,Antonini,https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png,103069,38,GRE,3,6,0,3.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
326,Leonardo Costa Silva,leo-tilica,LÇo Tilica,https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg,92617,38,GRE,5,6,0,2.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
327,Pablo Dyego da Silva Rosa,pablo-dyego,Pablo Dyego,https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png,86444,38,FLU,5,5,0,5.39,0,3.24,Fluminense,,,4.0,4.0,6.0,12.0,1.0,2.0,,15.0,5.0,,,,,,,
328,Mikael Filipe Viana,mikael,Mikael,https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png,102299,38,SPO,5,6,0,1.0,0,0,Sport,,,,,,,,,,,,,,,,,,
329,Lucas Ribeiro dos Santos,lucas-ribeiro,Lucas Ribeiro,https://s.glbimg.com/es/sde/f/2018/08/27/d1cbc6b2bedd39d69f383f2cfc0778b8_FORMATO.png,103088,38,VIT,3,7,#CAMPO!,3.78,#CAMPO!,2.77,Vit¢ria,,4.0,17.0,,,9.0,,,,25.0,26.0,6.0,1.0,,,,,
330,Matheus Victor de Araujo Rocha,matheus-rocha,Matheus Rocha,https://s.glbimg.com/es/sde/f/2018/08/31/0de314d9127f9459f3ccdedc86faac1d_FORMATO.png,103077,38,PAL,2,6,0,2.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
331,Mateus Gonáalves Martins,mateus-goncalves,Mateus Gonáalves,https://s.glbimg.com/es/sde/f/2018/08/15/4c3a02243f71277303220dda6d6448e8_FORMATO.png,103076,38,SPO,5,7,5.6,3.76,1.4,2.67,Sport,1.0,1.0,14.0,4.0,,10.0,1.0,3.0,2.0,26.0,9.0,,,,,,,
332,Luan Silva dos Santos,luan,Luan,https://s.glbimg.com/es/sde/f/2018/04/13/062b30b6bd6dbb2d2494ef74b7fb3956_FORMATO.png,102295,38,VIT,4,7,12,3.35,1.66,3.47,Vit¢ria,,2.0,9.0,1.0,6.0,12.0,,1.0,,4.0,7.0,,,,,,,
333,Bruno da Silva Costa Leite,bruno-leite,Bruno Leite,https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png,102301,38,ATL,4,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
334,Milton Mendes,milton-mendes,Milton Mendes,https://s.glbimg.com/es/sde/f/2018/09/28/04be6943362ba72962775e0bf4c9ccfa_FORMATO.png,86486,38,SPO,6,7,5.05,9.44,0.28,3.9,Sport,,,,,,,,,,,,,,,,,,
335,Jandrei Chitolina Carniel,jandrei,Jandrei,https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png,86508,38,CHA,1,7,4.7,5.65,#CAMPO!,1.53,Chapecoense,,2.0,1.0,,,6.0,,,,35.0,1.0,10.0,,36.0,49.0,,,1.0
336,Vin°cius Vasconcelos Ara£jo,vinicius-araujo,Vin°cius Ara£jo,https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png,82767,38,VAS,5,6,0,3.75,0,#CAMPO!,Vasco,,2.0,3.0,,2.0,4.0,,,,4.0,2.0,,,,,,,
337,Mart°n Rea Zuccotti,martin-rea,Mart°n Rea,https://s.glbimg.com/es/sde/f/2018/08/15/112cfc233171e1ce071bc8982b37d432_FORMATO.png,103093,38,ATL,3,6,0,6.0,0,0,AtlÇtico-MG,,,,,,,,,,,,,,,,,,
338,Everton Felipe de Oliveira Silva,everton-felipe,Everton Felipe,https://s.glbimg.com/es/sde/f/2018/08/21/4d64454f19345aa1913dc5a20c3bd0d2_FORMATO.png,86519,38,SAO,4,6,0,4.07,0,1.51,SÑo Paulo,,,9.0,4.0,2.0,14.0,,1.0,1.0,34.0,8.0,,,,,,,
339,Rafael Elias da Silva,papagaio,Papagaio,https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png,102302,38,PAL,5,6,0,1.23,0,#CAMPO!,Palmeiras,,,1.0,,,,,,,1.0,,,,,,,,
340,êderson JosÇ dos Santos Lourenáo da Silva,ederson,êderson,https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png,103099,38,CRU,4,7,3.2,1.59,0.81,0.08,Cruzeiro,,1.0,2.0,,,2.0,,,,2.0,2.0,,,,,,,
341,Rodrigo dos Santos Freitas,rodrigo-freitas,Rodrigo Freitas,https://s.glbimg.com/es/sde/f/2018/09/04/d068cd3a6fee7e46073e4b8bccce8590_FORMATO.png,103261,38,SAO,3,6,0,2.0,0,0,SÑo Paulo,,,,,,,,,,,,,,,,,,
342,Malcoon Silva,malcoon,Malcoon,https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg,86615,38,AME,2,6,0,2.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
343,Elias Martello Curzel,elias,Elias,https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png,90843,38,VIT,1,6,0,3.21,0,0.98,Vit¢ria,,,,,,3.0,,,,2.0,,2.0,,8.0,17.0,,,1.0
344,Ruy Franco de Almeida Junior,ruy,Ruy,https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png,82939,38,AME,4,5,0,5.32,0,1.87,AmÇrica-MG,1.0,,6.0,9.0,9.0,27.0,1.0,1.0,1.0,71.0,11.0,,,,,,,
345,Richardson Fernandes dos Santos,richardson,Richardson,https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png,86536,38,CEA,4,7,1.4,6.85,0.58,3.28,Cear†,1.0,12.0,64.0,7.0,10.0,68.0,,,1.0,48.0,72.0,,,,,1.0,,
346,JoÑo Lucas Cardoso,joao-lucas,JoÑo Lucas,https://s.glbimg.com/es/sde/f/2018/06/08/cba36b9e183d6b8a55c6361787adf089_FORMATO.jpeg,86740,38,CEA,2,6,0,5.02,0,3.3,Cear†,,1.0,6.0,2.0,6.0,4.0,,,1.0,28.0,13.0,5.0,,,,,,
347,Richard CÉndido Coelho,richard,Richard,https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png,86711,38,FLU,4,7,10,16.29,0.71,4.5,Fluminense,1.0,6.0,55.0,7.0,11.0,46.0,,3.0,,69.0,96.0,,,,,,,
348,Eric dos Santos Rodrigues,ramires,Ramires,https://s.glbimg.com/es/sde/f/2018/09/19/6be14b67c4a42f80fe1c004ff74e8bb8_FORMATO.png,103295,38,BAH,4,7,#CAMPO!,6.51,#CAMPO!,4.06,Bahia,3.0,2.0,10.0,7.0,8.0,22.0,1.0,1.0,3.0,30.0,19.0,,,,,,,
349,Ronaldo dos Santos Ramos Filho,ronaldo,Ronaldo,https://s.glbimg.com/es/sde/f/2018/05/07/85248a66a7554e40dbdd397512117052_FORMATO.png,102336,38,AME,2,6,0,1.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
350,Everton Sousa Soares,everton,Everton,https://s.glbimg.com/es/sde/f/2018/05/18/997feae679bb584848d2ef5197f0b406_FORMATO.png,86757,38,GRE,5,7,5.4,16.59,#CAMPO!,7.32,Gràmio,3.0,5.0,29.0,29.0,31.0,46.0,5.0,10.0,5.0,54.0,32.0,,,,,,,
351,Jean Roberto Souza da Silva,jean-roberto,Jean Roberto,https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png,83204,38,CHA,4,6,0,2.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
352,Carlos de Menezes J£nior,caca,Cac†,https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png,102340,38,CRU,3,7,9,2.38,1.23,5.6,Cruzeiro,,,1.0,,,2.0,,,,1.0,4.0,1.0,,,,,,
353,Gabriel Pereira Minas,gabriel,Gabriel,,103311,38,FLU,4,6,0,1.0,0,0,Fluminense,,,,,,,,,,,,,,,,,,
354,Luan Guilherme de Jesus Vieira,luan,Luan,https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png,86759,38,GRE,5,6,0,14.47,0,5.22,Gràmio,6.0,3.0,22.0,12.0,24.0,55.0,2.0,1.0,3.0,70.0,24.0,,,,,2.0,,
355,Kendy Renato Ikegami Leira,kendy,Kendy,https://s.glbimg.com/es/sde/f/2018/09/18/243b576d1c5afd8bbf4cc3672760fb70_FORMATO.png,103345,38,CEA,4,6,0,2.0,0,0,Cear†,,,,,,,,,,,,,,,,,,
356,Rafael Thyere Albuquerque Marques,rafael-thyere,Rafael Thyere,https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png,83048,38,CHA,3,5,0,5.02,0,2.36,Chapecoense,,7.0,16.0,3.0,3.0,16.0,,1.0,1.0,43.0,28.0,7.0,,,,,,
357,Marcelo de Souza dos Santos J£nior,marcelo,Marcelo,https://s.glbimg.com/es/sde/f/2018/08/15/93e4df8ab578a97af7862e555af261e7_FORMATO.png,102342,38,CRU,5,6,0,0.75,0,#CAMPO!,Cruzeiro,,,4.0,,,,,,,4.0,2.0,,,,,,,
358,Matheus Rossetto,matheus-rossetto,Matheus Rossetto,https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png,86766,38,ATL,4,7,7.7,8.54,1.3,1.2,AtlÇtico-PR,,2.0,21.0,1.0,3.0,6.0,,2.0,2.0,30.0,15.0,,,,,,,
359,Patrick Bezerra do Nascimento,patrick,Patrick,https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png,83433,38,INT,4,6,4.7,17.08,0.21,5.7,Internacional,3.0,6.0,58.0,11.0,18.0,48.0,,5.0,,73.0,104.0,,,,,,,
360,Gabriel Barbosa Almeida,gabriel,Gabriel,https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png,83257,38,SAN,5,3,0,15.0,0,5.87,Santos,2.0,8.0,46.0,20.0,35.0,62.0,,18.0,20.0,94.0,26.0,,,,,1.0,,
361,Kaio Jorge Pinto Ramos,kaio,Kaio ,,103445,38,SAN,5,6,0,1.38,0,#CAMPO!,Santos,,,1.0,,,,,,,,,,,,,,,
362,Kennidy Caetano de Andrade,kennidy,Kennidy,https://s.glbimg.com/es/sde/f/2018/09/21/f9ac8c85f7c1f21c34243bf3a144a43b_FORMATO.png,103444,38,PAR,2,6,0,2.0,0,0,Paran†,,,,,,,,,,,,,,,,,,
363,Üngelo Giovanni Araos Llanos,araos,Araos,https://s.glbimg.com/es/sde/f/2018/08/08/02153cbcf3561df02154d9b68823fbbd_FORMATO.png,102352,38,COR,4,6,0,5.18,0,1.2,Corinthians,1.0,1.0,22.0,5.0,3.0,14.0,,,,23.0,15.0,,1.0,,,,,
364,Jordi Almeida,jordi,Jordi,https://s.glbimg.com/es/sde/f/2018/09/27/02d931c984006234affadfc727274e72_FORMATO.png,86776,38,VAS,1,6,0,1.07,0,-2,Vasco,,1.0,,,,,,,,,,,,,,,,
365,Lucas Ribeiro De Oliveira,macula,Macula,https://s.glbimg.com/es/sde/f/2018/09/18/0816f9f507e897d0d000aab179631ecb_FORMATO.png,102384,38,FLU,5,6,0,0.78,0,#CAMPO!,Fluminense,,1.0,2.0,,,,,,,2.0,,,,,,,,
366,Raniel Santana de Vasconcelos,raniel,Raniel,https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png,86797,38,CRU,5,7,3.1,6.76,0.15,2.46,Cruzeiro,1.0,1.0,46.0,12.0,20.0,48.0,,4.0,8.0,25.0,17.0,,,,,1.0,,
367,Leonardo Pereira,leo-pereira,LÇo Pereira,https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png,83528,38,ATL,3,6,0,5.82,0,4.06,AtlÇtico-PR,,4.0,11.0,2.0,4.0,7.0,,3.0,,48.0,13.0,8.0,,,,,,
368,Yuri Cesar Santos de Oliveira Silva,yuri,Yuri ,,103446,38,FLA,4,6,0,2.0,0,0,Flamengo,,,,,,,,,,,,,,,,,,
369,Willian Klaus,klaus,Klaus,https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png,90846,38,INT,3,6,0,2.13,0,0.65,Internacional,,,2.0,,3.0,,,,1.0,10.0,4.0,,,,,,,
370,Luis David da ConceiáÑo Martins,luis-david,Luis David,,102413,38,CEA,5,6,0,1.0,0,0,Cear†,,,,,,,,,,,,,,,,,,
371,JosÇ Welison da Silva,jose-welison,JosÇ Welison,https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png,86859,38,ATL,4,6,#CAMPO!,3.71,#CAMPO!,2.54,AtlÇtico-MG,,4.0,36.0,2.0,7.0,17.0,,,,40.0,50.0,,,,,,,
372,Lucas Macanhan Ferreira,lucas-macanhan,Lucas Macanhan,https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png,86760,38,ATL,1,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
373,Leonardo Xavier da Silva,leo-xavier,LÇo Xavier,https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png,102553,38,VIT,3,6,0,1.0,0,0,Vit¢ria,,,,,,,,,,,,,,,,,,
374,Bruno da Silva Barbosa,bruno-silva,Bruno Silva,https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png,83626,38,VAS,4,5,0,0.99,0,#CAMPO!,Vasco,,1.0,12.0,,2.0,4.0,,,,19.0,6.0,,,,,,,
375,Reginaldo Lopes de Jesus,reginaldo,Reginaldo ,https://s.glbimg.com/es/sde/f/2018/07/20/591136c613faa29b99fb60147d6e557c_FORMATO.png,86820,38,ATL,2,6,0,3.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
376,Lu°s Vin°cius da Silva Matos,vinicius,Vinicius,https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png,86861,38,VIT,3,6,0,3.0,0,0,Vit¢ria,,,,,,,,,,,,,,,,,,
377,Neilton Meira Mestzk,neilton,Neilton,https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png,83772,38,VIT,5,6,0,11.47,0,3.77,Vit¢ria,4.0,7.0,43.0,7.0,22.0,56.0,2.0,7.0,4.0,94.0,37.0,,1.0,,,,,
378,Antony Matheus do Santos,antony,Antony,,103455,38,SAO,5,6,0,0.87,0,0.2,SÑo Paulo,,1.0,1.0,1.0,1.0,1.0,,,,3.0,1.0,,,,,,,
379,Jonathan Silva Vieira,jonathan,Jonathan,,102597,38,BOT,2,6,0,2.0,0,0,Botafogo,,,,,,,,,,,,,,,,,,
380,Bruno de Andrade Ritter,bruno-ritter,Bruno Ritter,https://s.glbimg.com/es/sde/f/2018/10/18/af227220f3f74a7b8b1a83760f1731a3_FORMATO.png,103490,38,VAS,4,6,0,1.96,0,1.15,Vasco,,,,,,1.0,,,,4.0,2.0,,,,,,,
381,Luiz Ot†vio da Silva Santos,luiz-otavio,Luiz Ot†vio ,https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png,86863,38,CHA,3,6,0,4.53,0,2.28,Chapecoense,,1.0,3.0,,1.0,,,,,4.0,2.0,2.0,,,,,,
382,Thiago Beserra dos Santos,thiaguinho,Thiaguinho,https://s.glbimg.com/es/sde/f/2018/05/01/626ee3be32932606c827bac556a75b1e_FORMATO.png,102599,38,COR,4,7,5.9,3.31,1.24,1.76,Corinthians,,1.0,18.0,1.0,1.0,12.0,,,,17.0,16.0,,,,,,,
383,Fernando Augusto de Castro Ribeiro,fernando-castro,Fernando Castro,https://s.glbimg.com/es/sde/f/2018/05/08/0f86aca3ef3d3207a6f1fa03c4f08be7_FORMATO.png,102609,38,BAH,1,6,0,0.77,0,#CAMPO!,Bahia,,,,,,,,,,2.0,,,,2.0,4.0,,,
384,Ign†cio da Silva Oliveira,ignacio,Ign†cio,,103523,38,BAH,3,6,0,2.22,0,1.5,Bahia,,,,,,,,,,,1.0,,,,,,,
385,Lucas Daniel Romero,lucas-romero,Lucas Romero,https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png,84558,38,CRU,4,7,5.1,6.32,0.45,3.35,Cruzeiro,,5.0,29.0,2.0,5.0,26.0,,,1.0,44.0,64.0,,,,,,,
386,Nathan Gomes de Melo,nathan,Nathan,,86951,38,VAS,5,6,0,2.0,0,0,Vasco,,,,,,,,,,,,,,,,,,
387,Andrey Nunes dos Santos,andrey,Andrey,https://s.glbimg.com/es/sde/f/2018/11/14/4db7bbab143cf41a118876deb0fee2e9_FORMATO.png,103559,38,PAR,5,7,#CAMPO!,1.87,#CAMPO!,1.67,Paran†,2.0,1.0,20.0,,3.0,12.0,,1.0,1.0,8.0,9.0,,2.0,,,,,
388,David Rambo Becker,david,David,https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png,86928,38,PAR,1,6,0,0.73,0,#CAMPO!,Paran†,,,,,,,,,,2.0,,,,1.0,6.0,,,
389,Agust°n Lionel Allione,allione,Allione,https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png,84585,38,BAH,4,6,0,3.79,0,1.5,Bahia,1.0,,7.0,2.0,2.0,5.0,,1.0,,8.0,1.0,,,,,,,
390,Kevin Kesley De Souza,kevin,Kevin,https://s.glbimg.com/es/sde/f/2018/06/05/0dfbab426db713cedfdf9597abbc9791_FORMATO.png,102594,38,ATL,2,6,0,1.0,0,0,AtlÇtico-MG,,,,,,,,,,,,,,,,,,
391,Rafael Bilu Mudesto,rafael-bilu,Rafael Bilu,https://s.glbimg.com/es/sde/f/2018/10/13/e56aeb65fba2f0dec62cbccdaf425921_FORMATO.png,103576,38,COR,5,6,0,0.77,0,-1,Corinthians,,,2.0,,,,,,,,,,,,,,,
392,Diego Washington Ferreira Lopes,diego,Diego,,102655,38,VIT,1,6,0,1.0,0,0,Vit¢ria,,,,,,,,,,,,,,,,,,
393,Gustavo Martini Rissi ,gustavo-rissi,Gustavo Rissi,,103578,38,CRU,3,6,0,1.0,0,0,Cruzeiro,,,,,,,,,,,,,,,,,,
394,HÇlio J£nio Nunes de Castro,helinho,Helinho,https://s.glbimg.com/es/sde/f/2018/11/05/59265b2cd2832615e32700bdbc4cc43a_FORMATO.jpeg,102598,38,SAO,5,7,1.3,3.53,#CAMPO!,4.74,SÑo Paulo,,,8.0,2.0,5.0,8.0,,1.0,,14.0,9.0,,,,,,,
395,Emerson Raymundo Santos,emerson-santos,Emerson Santos,https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png,86972,38,INT,3,6,0,3.97,0,4.07,Internacional,,1.0,7.0,1.0,4.0,8.0,,,,16.0,19.0,3.0,,,,,1.0,
396,Marcos Paulo Costa do Nascimento,marcos-paulo,Marcos Paulo,,103645,38,FLU,5,6,0,2.0,0,0,Fluminense,,,,,,,,,,,,,,,,,,
397,Geremias Ribeiro J£nior,junior,J£nior,https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png,87946,38,VIT,5,6,0,2.55,0,1.5,Vit¢ria,,,,,,,,,,,1.0,,,,,,,
398,Leandro Carvalho da Silva,leandro-carvalho,Leandro Carvalho,https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png,88669,38,CEA,5,3,0,7.28,0,4.84,Cear†,2.0,5.0,25.0,12.0,12.0,49.0,,5.0,3.0,25.0,20.0,,1.0,,,,,
399,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,Gustavo Scarpa,https://s.glbimg.com/es/sde/f/2018/01/30/1c8d05bc4c0ddfd177c66ab26b1a5deb_FORMATO.jpeg,87999,38,PAL,4,7,9.8,9.63,1.45,3.52,Palmeiras,1.0,3.0,9.0,5.0,13.0,14.0,,2.0,1.0,26.0,11.0,,,,,,,
400,Nathan Allan de Souza,nathan,Nathan,https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png,87009,38,ATL,4,6,0,3.99,0,1.39,AtlÇtico-MG,,,2.0,1.0,7.0,,,,,17.0,6.0,,,,,,,
401,Lucas Fernandes,lucas-fernandes,Lucas Fernandes,https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png,90899,38,VIT,5,7,4.7,7.3,0.2,4.06,Vit¢ria,,3.0,19.0,9.0,18.0,99.0,3.0,3.0,,61.0,32.0,,,,,,,
402,Leonardo Gomes da ConceiáÑo Silva,leonardo,Leonardo,https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png,86973,38,GRE,2,6,0,4.85,0,5.65,Gràmio,1.0,2.0,12.0,2.0,3.0,9.0,,,,26.0,28.0,7.0,,,,,,
403,Jean Paulo Fernandes Filho,jean,Jean,https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png,90933,38,SAO,1,7,#CAMPO!,4.69,#CAMPO!,1.31,SÑo Paulo,,2.0,,,,3.0,,,,8.0,,4.0,1.0,7.0,9.0,,,
404,Matheus Vieira Campos Peixoto,matheus-peixoto,Matheus Peixoto,https://s.glbimg.com/es/sde/f/2018/09/05/25292011418c30eca2ce3979525cf970_FORMATO.png,87098,38,SPO,5,7,#CAMPO!,1.45,0.01,#CAMPO!,Sport,,2.0,16.0,1.0,1.0,8.0,,,3.0,4.0,1.0,,,,,,,
405,Ramon Menezes Roma,ramon,Ramon,https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png,88087,38,VIT,3,6,0,3.14,0,2.33,Vit¢ria,,7.0,39.0,5.0,6.0,26.0,,1.0,,41.0,26.0,9.0,,,,,1.0,
