,nome,slug,apelido,foto,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,clube.id.full.name,A,CA,FC,FD,FF,FS,FT,G,I,PE,RB,SG,CV,DD,GS,PP,GC,DP
217,Guilherme Ribeiro Rend,guilherme-ribeiro,Guilherme Ribeiro,https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png,101686,38,ATL,4,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
218,Felipe Jonatan Rocha Andrade,felipe-jonatan,Felipe Jonatan,https://s.glbimg.com/es/sde/f/2018/05/25/20eec38c9eb77921a12931832e9c6a93_FORMATO.png,101708,38,CEA,2,7,7.2,3.43,1.17,4.91,Cear†,,1.0,10.0,,6.0,14.0,,,,27.0,28.0,6.0,,,,,,
219,Lucas Rafael Araujo Lima,lucas-lima,Lucas Lima,https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png,80583,38,PAL,4,7,3.1,8.22,0.26,3.06,Palmeiras,3.0,8.0,60.0,5.0,15.0,49.0,1.0,5.0,6.0,79.0,51.0,,,,,,,
220,Fernando JosÇ da Cunha Neto,fernando-neto,Fernando Neto,https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png,80667,38,FLU,4,6,0,1.81,0,1.6,Fluminense,,1.0,4.0,,,2.0,,,,4.0,6.0,,,,,,,
221,Luiz Gustavo Tavares Conde,luiz-gustavo,Luiz Gustavo,https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png,80573,38,VAS,3,7,7.4,5.8,1.29,2.99,Vasco,,6.0,27.0,1.0,8.0,31.0,,,1.0,62.0,46.0,7.0,,,,,1.0,
222,Alerrandro Barra Mansa Realino de Souza,alerrandro,Alerrandro,https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png,101715,38,ATL,5,6,0,0.77,0,0.18,AtlÇtico-MG,,,4.0,,2.0,2.0,,,,2.0,1.0,,,,,,,
223,Luan Garcia Teixeira,luan,Luan,https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png,80692,38,PAL,3,6,0,6.59,0,5.79,Palmeiras,,6.0,21.0,2.0,,15.0,,2.0,1.0,30.0,33.0,12.0,1.0,,,,,
224,Bruno Roberto Pereira da Silva,bruninho,Bruninho,https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png,101716,38,ATL,4,6,0,0.78,0,0.6,AtlÇtico-MG,,1.0,2.0,2.0,3.0,3.0,,,,6.0,1.0,,,,,,,
225,Marrony da Silva Liberato,marrony,Marrony,https://s.glbimg.com/es/sde/f/2018/09/27/e88201c8fd87512209d0c8292616dd3a_FORMATO.png,101717,38,VAS,4,2,1.9,2.59,0.32,1.84,Vasco,,1.0,6.0,2.0,2.0,9.0,,1.0,,6.0,7.0,,,,,,,
226,Maximiliano LÇlis Rodrigues,max,Max,https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png,80895,38,SPO,3,5,0,1.78,0,1.2,Sport,,,,,,,,,,1.0,1.0,,,,,,,
227,Lucas Santos da Silva,lucas-santos,Lucas Santos,https://s.glbimg.com/es/sde/f/2018/07/17/3d354bb2faab384ce4d8a8fd0bf1d81d_FORMATO.png,101718,38,VAS,4,6,0,0.81,0,0.75,Vasco,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,
228,Pedro Tonon Geromel,pedro-geromel,Pedro Geromel,https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png,80853,38,GRE,3,3,0,16.28,0,7.09,Gràmio,,3.0,13.0,5.0,8.0,9.0,,2.0,1.0,34.0,58.0,9.0,,,,,,
229,Jair Rodrigues J£nior,jair,Jair,https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png,81091,38,SPO,4,3,0,6.66,0,4.74,Sport,,6.0,30.0,2.0,1.0,23.0,,2.0,1.0,30.0,45.0,,,,,,,
230,Johnath Marlone Azevedo da Silva,marlone,Marlone,https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png,80944,38,SPO,4,7,4.7,8.49,0.85,2.42,Sport,4.0,1.0,8.0,12.0,19.0,36.0,,2.0,3.0,76.0,13.0,,,,,,,
231,Matheus dos Santos Miranda,miranda,Miranda,https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png,101720,38,VAS,3,6,0,1.21,0,1.7,Vasco,,,,,,1.0,,,,1.0,1.0,,,,,,,
232,Oswaldo JosÇ Henr°quez Bocanegra,oswaldo-henriquez,Oswaldo Henr°quez,https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png,81241,38,VAS,3,6,0,5.09,0,1.78,Vasco,,1.0,5.0,,,3.0,1.0,,1.0,10.0,3.0,3.0,,,,,,
233,JoÑo Pedro Soares Borges,joao-pedro,JoÑo Pedro,https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png,101721,38,VAS,1,6,0,1.0,0,0,Vasco,,,,,,,,,,,,,,,,,,
234,Mayke Rocha de Oliveira,mayke,Mayke,https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png,81150,38,PAL,2,7,8.7,8.16,0.55,5.62,Palmeiras,2.0,3.0,25.0,,1.0,9.0,,,3.0,28.0,44.0,12.0,,,,,,
235,Rafael de Carvalho Franáa,rafael-franca,Rafael Franáa,https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png,101719,38,VAS,3,6,0,1.0,0,0,Vasco,,,,,,,,,,,,,,,,,,
236,Carlos AndrÇs S†nchez Arcosa,carlos-sanchez,Carlos S†nchez,https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png,81677,38,SAN,4,3,0,11.03,0,4.41,Santos,3.0,2.0,23.0,4.0,11.0,39.0,1.0,4.0,2.0,59.0,12.0,,1.0,,,,,
237,Vin°cius Freitas Ribeiro,vinicius-freitas,Vin°cius Freitas,https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png,81537,38,CHA,2,5,0,3.74,0,3.08,Chapecoense,1.0,1.0,1.0,,,,,,,4.0,4.0,1.0,,,,,,
238,Juan Ram¢n Cazares Sevillano,cazares,Cazares,https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png,81682,38,ATL,4,7,8,11.79,0.28,4.65,AtlÇtico-MG,7.0,2.0,26.0,19.0,36.0,18.0,1.0,8.0,,135.0,26.0,,,,,,,
239,Marcelo Henrique de Sousa Cunha,marcelinho,Marcelinho,https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg,101722,38,GRE,5,6,0,4.0,0,0,Gràmio,,,,,,,,,,,,,,,,,,
240,Matheus Santos Soares,matheus-santos,Matheus Santos,https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png,101725,38,AME,5,6,0,1.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
241,AndrÇs Lorenzo R°os,andres-rios,AndrÇs R°os,https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png,81684,38,VAS,5,6,0,6.3,0,2.7,Vasco,1.0,5.0,50.0,10.0,11.0,48.0,1.0,6.0,3.0,47.0,19.0,,,,,1.0,,
242,Gonzalo Rodrigo Carneiro MÇndez,carneiro,Carneiro,https://s.glbimg.com/es/sde/f/2018/08/22/eebdb32875b11066f569a79c485ec615_FORMATO.png,101796,38,SAO,5,5,0,2.88,0,1.12,SÑo Paulo,,2.0,13.0,5.0,4.0,6.0,,1.0,3.0,4.0,5.0,,,,,,,
243,Miullen Natha Felicio Carvalho,miullen,Miullen,https://s.glbimg.com/es/sde/f/2018/08/03/785f495d0f7587ff409ca0a211d97fb7_FORMATO.png,101759,38,CHA,5,6,0,2.0,0,0,Chapecoense,,,,,,,,,,,,,,,,,,
244,Clayton Silveira da Silva,clayton,Clayton,https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png,81770,38,BAH,5,7,0.5,4.36,#CAMPO!,0.82,Bahia,,2.0,4.0,3.0,3.0,5.0,,1.0,,15.0,2.0,,,,,,,
245,Bruno dos Santos Naz†rio,bruno-nazario,Bruno Naz†rio,https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png,81776,38,ATL,4,5,0,3.37,0,1.56,AtlÇtico-PR,1.0,1.0,4.0,,1.0,7.0,,,,6.0,6.0,,,,,,,
246,Rosicley Pereira da Silva,rossi,Rossi,https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png,81798,38,INT,5,7,#CAMPO!,3.28,#CAMPO!,1.04,Internacional,2.0,5.0,19.0,3.0,5.0,28.0,1.0,1.0,2.0,33.0,13.0,,,,,1.0,,
247,Fl†vio Henrique Alves Almeida Souza,flavio,Fl†vio,https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png,101758,38,VIT,5,6,0,2.0,0,0,Vit¢ria,,,,,,,,,,,,,,,,,,
248,Natanael de Sousa Santos J£nior,junior-santos,J£nior Santos,https://s.glbimg.com/es/sde/f/2018/05/24/21b646566f07fc7201c839a9111aa7ff_FORMATO.png,101797,38,CHA,5,6,0,0.88,0,0.65,Chapecoense,,,1.0,,1.0,2.0,,,,,,,,,,,,
249,Alisson Euler de Freitas Castro,alisson,Alisson,https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png,81845,38,GRE,4,6,2,7.11,0.01,3.07,Gràmio,3.0,2.0,17.0,10.0,10.0,47.0,,1.0,2.0,42.0,18.0,,,,,,,
250,JosÇ Henrique da Silva Dourado,henrique-dourado,Henrique Dourado,https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png,81905,38,FLA,5,6,0,9.16,0,1.75,Flamengo,,6.0,36.0,2.0,9.0,30.0,,6.0,8.0,14.0,5.0,,1.0,,,,,
251,Osman de Menezes VenÉncio Junior,osman,Osman,https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png,81898,38,CHA,5,6,#CAMPO!,3.02,#CAMPO!,1.11,Chapecoense,,2.0,10.0,3.0,3.0,10.0,,1.0,1.0,18.0,7.0,,,,,,,
252,JoÑo Ricardo Riedi,joao-ricardo,JoÑo Ricardo,https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png,81881,38,AME,1,7,1,6.49,#CAMPO!,3.09,AmÇrica-MG,,2.0,,,,2.0,,,,25.0,,8.0,,40.0,35.0,,,1.0
253,Carlos Augusto Zopalato Neves,carlos-augusto,Carlos Augusto,https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png,101803,38,COR,2,7,#CAMPO!,1.32,#CAMPO!,4.35,Corinthians,,1.0,9.0,,1.0,5.0,,,1.0,11.0,15.0,3.0,,,,,,
254,Andrevaldo de Jesus Santos,valdo,Valdo,https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png,84509,38,CEA,3,2,6.2,7.22,0.69,3.3,Cear†,,,7.0,,4.0,9.0,,1.0,,11.0,16.0,4.0,,,,,,
255,Guilherme Nunes da Silva,guilherme-nunes,Guilherme Nunes,https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png,101912,38,SAN,4,7,1.5,1.02,0.24,0.75,Santos,,,,,,,,,,,1.0,,,,,,,
256,Mayksilvan da Silva Ferreira,mayk,Mayk,https://s.glbimg.com/es/sde/f/2018/08/05/8faaa2f4f04e9cbf051f57aa66b849d5_FORMATO.png,101820,38,BAH,2,6,0,2.0,0,0,Bahia,,,,,,,,,,,,,,,,,,
257,Brenner Alves Sabino,brenner,Brenner,https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png,101857,38,INT,5,5,0,0.77,0,#CAMPO!,Internacional,,2.0,6.0,1.0,1.0,4.0,,,2.0,,1.0,,,,,,,
258,Igor de Carvalho JuliÑo,igor-juliao,Igor JuliÑo,https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg,81951,38,FLU,2,7,6.9,5.46,1.42,4.13,Fluminense,,1.0,10.0,,,12.0,,,,13.0,12.0,4.0,,,,,,
259,Carlos Henrique Franáa Freires,carlos-franca,Carlos Franáa,,101850,38,AME,5,6,0.8,1.6,0.08,1.2,AmÇrica-MG,,,,,3.0,,,,,,,,,,,,,
260,Gabriel Calabres Nunes,gabriel-calabres,Gabriel Calabres,https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png,101911,38,SAN,4,6,0,3.0,0,0,Santos,,,,,,,,,,,,,,,,,,
261,Adilson dos Anjos Oliveira,juninho,Juninho,https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png,82381,38,AME,4,7,4.3,8.72,#CAMPO!,3.18,AmÇrica-MG,,4.0,52.0,5.0,8.0,32.0,,4.0,1.0,86.0,72.0,,,,,,,
262,Tiago Cunha Rodrigues Serra,tiago-cunha,Tiago Cunha,,101877,38,CEA,5,6,0,1.0,0,0,Cear†,,,,,,,,,,,,,,,,,,
263,Glauco Tadeu Chaves,glauco,Glauco,https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png,84555,38,AME,1,6,0,4.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
264,Vitor Hugo Naum Dos Santos,vitor-naum,Vitor Naum,https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_FORMATO.png,101960,38,ATL,5,6,0,1.0,0,0,AtlÇtico-PR,,,,,,,,,,,,,,,,,,
265,Jonas Gabriel da Silva Nunes,toro,Tor¢,,101885,38,SAO,5,6,0,3.0,0,0,SÑo Paulo,,,,,,,,,,,,,,,,,,
266,Richard Alexandre Birkhuen Rodrigues,richard,Richard,https://s.glbimg.com/es/sde/f/2018/03/20/99b67cac835ffd9dc963e8e7a99a1425_FORMATO.png,102063,38,INT,4,6,0,1.0,0,0,Internacional,,,,,,,,,,,,,,,,,,
267,JosÇ Rafael Vivian,ze-rafael,ZÇ Rafael ,https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png,82455,38,BAH,4,7,4.7,18.69,#CAMPO!,6.64,Bahia,3.0,6.0,67.0,27.0,40.0,97.0,3.0,4.0,5.0,74.0,76.0,,,,,,,
268,Thales Natanael Lira de Matos,thales,Thales ,https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png,82626,38,INT,3,6,0,4.0,0,0,Internacional,,,,,,,,,,,,,,,,,,
269,Calyson Rubens Santiago Rosa,calyson,Calyson,https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png,82630,38,CEA,4,7,1.3,2.92,#CAMPO!,2,Cear†,,3.0,14.0,8.0,12.0,19.0,,2.0,2.0,24.0,11.0,,,,,,,
270,Matheus Galdezani,matheus-galdezani,Matheus Galdezani,https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png,82634,38,ATL,4,2,0,3.04,0,1.35,AtlÇtico-MG,1.0,6.0,25.0,4.0,7.0,28.0,,1.0,1.0,46.0,25.0,,1.0,,,,,
271,Maur°cio Fontana Gomes,mauricio,Maur°cio,,102076,38,CEA,4,6,0,1.0,0,0,Cear†,,,,,,,,,,,,,,,,,,
272,Marcelo Hermes,marcelo-hermes,Marcelo Hermes,https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png,82639,38,CRU,2,6,0,3.26,0,1.94,Cruzeiro,,4.0,16.0,1.0,4.0,8.0,,,,37.0,20.0,2.0,,,,,,
273,Mateus William Sabino Silva,sabino,Sabino,https://s.glbimg.com/es/sde/f/2018/07/19/a9beadabcf13c6fbb9e50629b154ed1d_FORMATO.png,102905,38,AME,3,6,0,2.0,0,0,AmÇrica-MG,,,,,,,,,,,,,,,,,,
274,Matheus Celestino Moresche Rodrigues,moresche,Moresche,https://s.glbimg.com/es/sde/f/2018/05/29/1062a53533bc3381effc250b52595038_FORMATO.png,102719,38,VAS,4,6,0,0.74,0,#CAMPO!,Vasco,,,1.0,,,,,,,1.0,,,1.0,,,,,
275,Yago Rafael Valadares Darub,yago-darub,Yago Darub,,102686,38,FLA,1,6,0,1.0,0,0,Flamengo,,,,,,,,,,,,,,,,,,
276,Claudinei dos Santos Oliveira,claudinei-oliveira,Claudinei Oliveira,https://s.glbimg.com/es/sde/f/2018/10/18/511e42c3263bd1f9a67e970fead7b065_FORMATO.png,84761,38,CHA,6,7,5.87,9.61,0.1,3.25,Chapecoense,,,,,,,,,,,,,,,,,,
277,Denilson Pereira Junior,denilson,Denilson,https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png,84718,38,ATL,5,6,0,7.07,0,1.23,AtlÇtico-MG,,2.0,13.0,1.0,9.0,6.0,,2.0,4.0,13.0,4.0,,,,,,,
278,Nicol†s Federico L¢pez Alonso,nico-lopez,Nico L¢pez,https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png,84709,38,INT,5,6,4.2,15.86,#CAMPO!,5.78,Internacional,6.0,5.0,35.0,26.0,24.0,46.0,3.0,11.0,13.0,74.0,35.0,,,,,,,
279,Erik Nascimento Lima,erik,Erik,https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png,84848,38,BOT,5,6,0,6.46,0,4.2,Botafogo,4.0,2.0,30.0,7.0,11.0,37.0,1.0,5.0,9.0,33.0,18.0,,,,,,,
280,Carlos Gabriel Moreira de Oliviera,hulk,Hulk,https://s.glbimg.com/es/sde/f/2018/05/17/2551e15c845e9706b626ca2ab7a4f23f_FORMATO.png,102700,38,ATL,2,6,0,2.58,0,1.5,AtlÇtico-MG,,1.0,5.0,,1.0,1.0,,,,6.0,4.0,1.0,,,,,,
281,Jown Anderson Cardona Agudelo,cardona,Cardona,https://s.glbimg.com/es/sde/f/2018/07/03/d51a3a19a638632da422b8c043a3d8c7_FORMATO.png,102849,38,CEA,4,6,#CAMPO!,2.82,#CAMPO!,1.37,Cear†,,2.0,7.0,2.0,2.0,7.0,,,,18.0,10.0,,,,,,,
282,Rodrigo Fernandes N¢brega,rodrigo-fernandes,Rodrigo Fernandes,https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png,102771,38,VAS,4,6,0,1.0,0,0,Vasco,,,,,,,,,,,,,,,,,,
283,Rodrigo Porto Bezerra,rodrigo-carioca,Rodrigo Carioca,https://s.glbimg.com/es/sde/f/2018/09/21/c6708b5d476ab12b6bf31d612eb496eb_FORMATO.png,102107,38,PAR,5,5,0,2.15,0,7.45,Paran†,1.0,,3.0,2.0,,6.0,,,,,4.0,,,,,,,
284,Eronildo dos Santos Rocha,eron,Eron,,102850,38,VIT,5,6,0,1.17,#CAMPO!,1.15,Vit¢ria,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,
285,Marcelo Machado dos Santos ,marcelo,Marcelo,https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png,85400,38,BOT,4,5,0,3.28,0,2.13,Botafogo,,1.0,4.0,,2.0,5.0,,,,2.0,6.0,,,,,,,
286,Alberto Valentim do Carmo Neto,alberto-valentim,Alberto Valentim,https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png,84863,38,VAS,6,7,4.77,9.8,0.66,3.65,Vasco,,,,,,,,,,,,,,,,,,
287,Orlando Enrique Berr°o MelÇndez,berrio,Berr°o ,https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png,85300,38,FLA,5,6,0.7,4.07,#CAMPO!,2.34,Flamengo,2.0,,4.0,2.0,2.0,5.0,1.0,,,3.0,3.0,,,,,,,
288,Lucas CÉndido Silva,lucas-candido,Lucas CÉndido,https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png,84851,38,ATL,4,6,0,2.25,0,1.8,AtlÇtico-MG,,,2.0,2.0,2.0,4.0,1.0,,,3.0,7.0,,1.0,,,,,
289,Marcos Felipe de Freitas Monteiro,marcos-felipe,Marcos Felipe ,https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png,85004,38,FLU,1,6,0,2.0,0,0,Fluminense,,,,,,,,,,,,,,,,,,
290,Jeferson de Ara£jo de Carvalho,jeferson,Jeferson,https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png,84917,38,VIT,2,3,0,6.38,0,2.82,Vit¢ria,1.0,9.0,34.0,1.0,3.0,28.0,,,3.0,81.0,52.0,10.0,1.0,,,,,
291,Carlos Alberto Carvalho da Silva J£nior,carlos,Carlos,https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png,85027,38,PAR,5,6,0,4.51,0,1.52,Paran†,,6.0,19.0,6.0,15.0,24.0,,1.0,11.0,24.0,16.0,,,,,,,
292,Henrique Silva Milagres,henrique,Henrique,https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png,84893,38,VAS,2,5,0,5.72,0,2.15,Vasco,1.0,4.0,29.0,3.0,6.0,35.0,,,2.0,43.0,22.0,5.0,1.0,,,,,
293,Raul Prata,raul-prata,Raul Prata,https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png,84855,38,SPO,2,7,2.4,8.33,#CAMPO!,3.47,Sport,1.0,3.0,34.0,2.0,4.0,24.0,,,,72.0,40.0,8.0,1.0,,,,,
294, Eduardo Feitoza Sampaio,dudu,Dudu,https://s.glbimg.com/es/sde/f/2018/09/27/4deb0c24f72bef63b84529f7a2c8aba3_FORMATO.png,102852,38,VAS,4,6,0,2.23,0,3.7,Vasco,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,
295,Miguel David Terans PÇrez  ,terans,Terans,https://s.glbimg.com/es/sde/f/2018/06/26/88598177badc1f54b4f2757234282710_FORMATO.png,102878,38,ATL,4,6,#CAMPO!,3.53,#CAMPO!,1.61,AtlÇtico-MG,1.0,2.0,24.0,7.0,7.0,11.0,,1.0,,23.0,14.0,,,,,,,
296,JoÑo Paulo Silva Martins,joao-paulo,JoÑo Paulo,https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png,85425,38,SAN,1,6,0,2.0,0,0,Santos,,,,,,,,,,,,,,,,,,
297,Gabriel Barbosa Avelino,gabriel-barbosa,Gabriel Barbosa,https://s.glbimg.com/es/sde/f/2018/07/13/66b3a5d8aeae0fca09f00f1ea7dc8a34_FORMATO.png,102902,38,PAL,5,6,0,1.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
298,Nicol†s Omar Freire,nico-freire,Nico Freire,https://s.glbimg.com/es/sde/f/2018/07/20/90be1b2bb54dcc788164bc8c6ec83fdf_FORMATO.png,102889,38,PAL,3,6,0,4.0,0,0,Palmeiras,,,,,,,,,,,,,,,,,,
299,Uilson Pedruzzi de Oliveira,uilson,Uilson,https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png,85418,38,ATL,1,5,0,2.0,0,0,AtlÇtico-MG,,,,,,,,,,,,,,,,,,
300,Leonardo de Sousa Pereira,leo-ceara,LÇo Cear†,https://s.glbimg.com/es/sde/f/2018/08/31/5097d6c26b52561e75d1062f0c17c757_FORMATO.png,85607,38,VIT,5,7,3.6,7.87,#CAMPO!,4.1,Vit¢ria,,3.0,27.0,6.0,23.0,43.0,,5.0,7.0,21.0,8.0,,,,,,,
301,Aylon Darwin Tavella,aylon,Aylon,https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png,85930,38,AME,5,5,0,6.36,0,1.63,AmÇrica-MG,1.0,3.0,17.0,6.0,10.0,16.0,1.0,,7.0,13.0,9.0,,,,,,,
302,Alex Paulo Menezes Santana,alex-santana,Alex Santana,https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png,85465,38,PAR,4,6,0,5.75,0,4.03,Paran†,,7.0,24.0,9.0,30.0,39.0,1.0,4.0,,35.0,37.0,,,,,,,
303,Yann Del Pino Rolim,yann-rolim,Yann Rolim,https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png,102892,38,CHA,4,6,0,2.95,0,1.98,Chapecoense,1.0,,4.0,3.0,6.0,7.0,,,,22.0,9.0,,,,,,,
304,Agust°n Doffo,doffo,Doffo,https://s.glbimg.com/es/sde/f/2018/08/03/fe966a22dd530989a1344cf27838ad6d_FORMATO.png,102894,38,CHA,4,6,0,4.05,0,4.27,Chapecoense,,4.0,27.0,4.0,16.0,40.0,1.0,3.0,2.0,26.0,17.0,,,,,,,
305,Matheus Felipe Camargo Iacovelli,iacovelli,Iacovelli,https://s.glbimg.com/es/sde/f/2018/07/16/2fce91a60b69631682b1584fc429beab_FORMATO.png,102903,38,PAR,5,6,0,2.48,0,0.85,Paran†,,,1.0,,,2.0,,,,1.0,1.0,,,,,,,
306,Hyoran Kaue Dalmoro,hyoran,Hyoran,https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png,85931,38,PAL,4,6,0,5.63,0,3.19,Palmeiras,6.0,5.0,35.0,9.0,17.0,21.0,1.0,3.0,4.0,33.0,16.0,,,,,,,
307,CÇsar Nunes da Costa,cesar,CÇsar,https://s.glbimg.com/es/sde/f/2018/09/18/d2e64310e53678e2ab4f1d70a1a6bf88_FORMATO.png,102912,38,FLU,2,6,0,1.0,0,0,Fluminense,,,,,,,,,,,,,,,,,,
308,Leonardo Pinheiro da ConceiáÑo,leo,LÇo,https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png,85626,38,BAH,2,7,6.5,9.9,0.6,3.26,Bahia,1.0,1.0,36.0,6.0,9.0,25.0,,,6.0,63.0,44.0,9.0,,,,,,
