,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
424,JoÑo Paulo,72168,263,https://s.glbimg.com/es/sde/f/2019/09/12/b74e9e7b74db80e81be2f85ce7279210_FORMATO.png,18,2.98,JoÑo Paulo Mior,13.4,4,9.98,20,"{'A': 1, 'CA': 4, 'FC': 13, 'FD': 6, 'FF': 7, 'FS': 26, 'G': 2, 'PE': 64, 'RB': 27}",joao-paulo,7,2.66
425,Bruno CÇsar,52558,267,https://s.glbimg.com/es/sde/f/2019/03/31/3b9db9e833f13f65a65d1546e2608e81_FORMATO.jpeg,9,1.37,Bruno CÇsar Zanaki,0.0,4,6.11,20,"{'CA': 1, 'FC': 5, 'FF': 1, 'FS': 12, 'G': 2, 'I': 1, 'PE': 10, 'PP': 1, 'RB': 1}",bruno-cesar,6,0.0
426,Marlone,80944,290,https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png,13,1.46,Johnath Marlone Azevedo da Silva,0.0,4,5.27,20,"{'CA': 1, 'FC': 7, 'FF': 6, 'FS': 7, 'FT': 1, 'G': 1, 'I': 1, 'PE': 16, 'RB': 7}",marlone,6,0.0
427,Pedro Geromel,80853,284,https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png,10,6.4,Pedro Tonon Geromel,0.0,3,13.01,20,"{'CA': 3, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 7, 'G': 1, 'PE': 12, 'RB': 28, 'SG': 4}",pedro-geromel,5,0.0
428,êverson,72294,277,https://s.glbimg.com/es/sde/f/2019/03/28/83ec5c765fe26cff5158a6e6b1d55061_FORMATO.png,14,2.96,êverson Felipe Marques Pires,-6.3,1,6.49,20,"{'CA': 1, 'DD': 18, 'FS': 5, 'GS': 16, 'PE': 20, 'SG': 5}",everson,7,-1.2
429,Biro Biro,80949,263,https://s.glbimg.com/es/sde/f/2019/07/10/28265c0a5960ef7125c08e60594b3b70_FORMATO.png,0,0.0,Diego Santos Gama Camilo,0.0,5,3.0,20,{},biro-biro,5,0.0
430,Rodrigo Lindoso,72362,285,https://s.glbimg.com/es/sde/f/2019/09/19/818f872bdf2e62a1bd0a9dab332b5fd7_FORMATO.png,12,6.15,Rodrigo Oliveira Lindoso,13.0,4,11.35,20,"{'A': 1, 'CA': 1, 'FC': 12, 'FD': 5, 'FF': 6, 'FS': 6, 'G': 3, 'PE': 25, 'RB': 31}",rodrigo-lindoso,7,0.0
431,Marquinhos Santos,81031,315,https://s.glbimg.com/es/sde/f/2019/09/19/b0d1c45c9de1abdfb26e083adff2e1b1_FORMATO.png,1,1.25,Marcos Vin°cius dos Santos Gonáalves,1.25,6,8.15,20,{},marquinhos-santos,6,-1.68
432,Gustavo Campanharo,72497,315,https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png,17,4.53,Gustavo Campanharo,0.0,4,6.23,20,"{'A': 1, 'FC': 20, 'FD': 4, 'FF': 10, 'FS': 29, 'G': 1, 'PE': 30, 'RB': 37}",gustavo-campanharo,5,0.0
433,Felipe Alves,72372,356,https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png,19,3.33,Felipe Alves Raymundo,-2.0,1,8.2,20,"{'CA': 3, 'DD': 34, 'DP': 1, 'FC': 1, 'FS': 1, 'GS': 24, 'PE': 22, 'SG': 3}",felipe-alves,3,-0.2
434,Gilson,52674,263,https://s.glbimg.com/es/sde/f/2019/08/16/0560ea5840e544229931b88728f2acec_FORMATO.png,15,2.13,Gilson Gomes do Nascimento,0.4,2,5.02,20,"{'A': 1, 'CA': 2, 'CV': 1, 'FC': 16, 'FF': 1, 'FS': 12, 'PE': 35, 'RB': 15, 'SG': 5}",gilson,7,-0.08
435,Anderson Martins,52618,276,https://s.glbimg.com/es/sde/f/2019/04/01/0024f435e5e19a93ff9b8b2d9efe929a_FORMATO.png,9,1.9,Anderson Vieira Martins,0.0,3,3.03,20,"{'CA': 5, 'FC': 10, 'FS': 1, 'PE': 10, 'RB': 13, 'SG': 3}",anderson-martins,6,0.0
436,Celsinho,72494,341,https://s.glbimg.com/es/sde/f/2019/03/23/8e0cf56b709151b2440313376e51f0c5_FORMATO.png,4,1.3,Celsonil Santos de Macedo Junior ,0.0,2,3.07,20,"{'CA': 1, 'FC': 2, 'FS': 1, 'PE': 11, 'RB': 4, 'SG': 1}",celsinho,6,0.0
437,Jair,81091,282,https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png,9,3.48,Jair Rodrigues J£nior,0.0,4,6.81,20,"{'CA': 2, 'FC': 16, 'FF': 1, 'FS': 14, 'G': 1, 'PE': 13, 'RB': 21}",jair,5,0.0
438,Oswaldo Henr°quez,81241,267,https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png,13,2.31,Oswaldo JosÇ Henr°quez Bocanegra,0.7,3,3.6,20,"{'CA': 3, 'FC': 8, 'FD': 2, 'FF': 1, 'FS': 3, 'FT': 1, 'PE': 19, 'RB': 12, 'SG': 4}",oswaldo-henriquez,6,0.13
439,Mayke,81150,275,https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg,1,-0.3,Mayke Rocha de Oliveira,0.0,2,7.71,20,{'PE': 1},mayke,5,0.0
440,Cazares,81682,282,https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png,13,4.37,Juan Ram¢n Cazares Sevillano,-2.2,4,9.85,20,"{'FC': 10, 'FD': 18, 'FF': 13, 'FS': 6, 'FT': 1, 'G': 4, 'PE': 57, 'RB': 6}",cazares,6,-0.69
441,Carlos S†nchez,81677,277,https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png,19,5.34,Carlos AndrÇs S†nchez Arcosa,5.1,4,13.76,20,"{'A': 3, 'CA': 2, 'FC': 26, 'FD': 12, 'FF': 11, 'FS': 40, 'FT': 2, 'G': 6, 'I': 4, 'PE': 65, 'PP': 1, 'RB': 21}",carlos-sanchez,2,0.09
442,Victor,52950,282,https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png,9,3.32,Victor Leandro Bagy,0.0,1,6.56,20,"{'CA': 1, 'DD': 17, 'GS': 11, 'PE': 7, 'SG': 1}",victor,6,0.0
443,Rafael Pereira,51194,315,https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png,6,0.87,Rafael Pereira dos Santos,0.0,3,3.84,20,"{'CA': 2, 'FC': 2, 'FS': 2, 'G': 1, 'PE': 6, 'RB': 2}",rafael-pereira,6,0.29
444,Clayton,81770,267,https://s.glbimg.com/es/sde/f/2019/09/05/0bb3b5b6b03109f7053ff8bc82656358_FORMATO.png,4,-0.2,Clayton Silveira da Silva,0.3,5,3.48,20,"{'CA': 1, 'FC': 5, 'FD': 3, 'FF': 2, 'PE': 5}",clayton,6,0.5
445,Elias,54395,282,https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png,16,1.68,Elias Mendes Trindade,0.0,4,9.17,20,"{'A': 1, 'CA': 2, 'CV': 1, 'FC': 22, 'FD': 3, 'FF': 3, 'FS': 13, 'FT': 1, 'G': 1, 'PE': 49, 'RB': 22}",elias,6,0.0
446,Derley,60791,356,https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png,2,-0.5,Wanderley de Jesus Sousa,0.0,4,3.15,20,"{'CA': 1, 'FC': 1, 'RB': 1}",derley,6,0.0
447,Rossi,81798,267,https://s.glbimg.com/es/sde/f/2019/05/08/96abdb92d574fa62e402db3c5eb7fc0c_FORMATO.png,14,1.28,Rosicley Pereira da Silva,7.9,5,4.98,20,"{'A': 1, 'CA': 5, 'FC': 20, 'FD': 8, 'FF': 10, 'FS': 18, 'I': 1, 'PE': 32, 'RB': 11}",rossi,6,1.37
448,Bruno Naz†rio,81776,293,https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png,7,1.65,Bruno dos Santos Naz†rio,0.0,4,2.36,20,"{'CA': 1, 'FC': 5, 'FD': 5, 'FF': 3, 'FS': 10, 'FT': 1, 'PE': 11, 'RB': 2}",bruno-nazario,5,0.0
449,JoÑo Ricardo,81881,315,https://s.glbimg.com/es/sde/f/2019/03/28/1dadcc46ba4eb0738815ddfca0b51a71_FORMATO.png,0,0.0,JoÑo Ricardo Riedi,0.0,1,6.0,20,{},joao-ricardo,6,0.0
450,Alisson,81845,284,https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png,10,5.76,Alisson Euler de Freitas Castro,5.5,4,8.08,20,"{'A': 5, 'CA': 4, 'FC': 13, 'FD': 6, 'FF': 4, 'FS': 18, 'G': 2, 'PE': 16, 'RB': 11}",alisson,7,-1.31
451,Chico,82407,354,https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png,6,0.65,Francisco Hyun Sol Kim,0.0,4,3.68,20,"{'CA': 1, 'FC': 14, 'FD': 1, 'FF': 1, 'FS': 8, 'PE': 7, 'RB': 6}",chico,6,0.0
452,Igor JuliÑo,81951,266,https://s.glbimg.com/es/sde/f/2019/09/16/11755fb3a36a0608a2770c614eaa0c16_FORMATO.png,10,2.42,Igor de Carvalho JuliÑo,0.0,2,4.23,20,"{'CA': 1, 'FC': 13, 'FD': 2, 'FF': 1, 'FS': 13, 'PE': 10, 'RB': 14, 'SG': 1}",igor-juliao,6,0.0
453,Cueva,82411,277,https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png,5,0.38,Christian Alberto Cueva Bravo,0.0,4,5.15,20,"{'CA': 1, 'FC': 4, 'FS': 4, 'PE': 12, 'RB': 5}",cueva,6,0.0
454,Henrique Dourado,81905,275,https://s.glbimg.com/es/sde/f/2019/08/01/4a9594f3708f1d27eb4656057fd105ed_FORMATO.png,0,0.0,JosÇ Henrique da Silva Dourado,0.0,5,6.0,20,{},henrique-dourado,6,0.0
455,Gegà,82474,314,https://s.glbimg.com/es/sde/f/2019/02/18/a6e6b20f53d3e64deddfd38a901450c0_FORMATO.png,7,2.9,Geirton Marques Aires,0.0,4,3.11,20,"{'FC': 9, 'FD': 3, 'FF': 3, 'FS': 4, 'FT': 1, 'PE': 9, 'RB': 11}",gege,6,0.0
456,Alan Costa,82613,341,https://s.glbimg.com/es/sde/f/2019/07/08/c18e945ceabcef57bb344a15aad28d10_FORMATO.png,11,2.85,Alan Henrique Costa,4.2,3,5.21,20,"{'CA': 2, 'FC': 13, 'FD': 1, 'FF': 4, 'FS': 3, 'I': 1, 'PE': 17, 'RB': 11, 'SG': 5}",alan-costa,7,0.81
457,Tinga,82628,356,https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png,12,2.16,Guilherme de Jesus da Silva,3.4,2,2.23,20,"{'A': 2, 'FC': 5, 'FF': 4, 'FS': 5, 'G': 1, 'PE': 46, 'RB': 9, 'SG': 1}",tinga,7,0.69
458,Tadeu,82453,290,https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png,18,5.25,Tadeu Antonio Ferreira,7.4,1,14.52,20,"{'DD': 38, 'DP': 1, 'FS': 5, 'GS': 25, 'PE': 14, 'SG': 5}",tadeu,7,0.13
459,Uendel,60852,285,https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png,7,4.74,Uendel Pereira Gonáalves,8.7,2,4.56,20,"{'FC': 10, 'FD': 1, 'FF': 3, 'FS': 2, 'I': 3, 'PE': 18, 'RB': 17, 'SG': 3}",uendel,7,1.17
460,Igor Fernandes,82635,314,https://s.glbimg.com/es/sde/f/2019/02/18/8ab8d39b2dc545324288925073d88bfd_FORMATO.png,16,2.96,Igor Fernandes da Silva Ara£jo,5.3,2,4.91,20,"{'CA': 3, 'FC': 17, 'FF': 2, 'FS': 10, 'I': 2, 'PE': 33, 'RB': 24, 'SG': 6}",igor-fernandes,7,-0.03
461,Patric,60969,282,https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png,11,1.87,Patric Cabral Lalau,0.0,2,3.63,20,"{'A': 1, 'CA': 3, 'FC': 20, 'FD': 2, 'FF': 5, 'FS': 3, 'PE': 31, 'RB': 12, 'SG': 3}",patric,6,0.0
462,ZÇ Rafael,82455,275,https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg,11,2.59,JosÇ Rafael Vivian,2.5,4,9.09,20,"{'A': 1, 'CA': 3, 'FC': 23, 'FD': 6, 'FF': 7, 'FS': 24, 'I': 1, 'PE': 14, 'RB': 14}",ze-rafael,6,0.28
463,Matheus Galdezani,82634,285,https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png,0,0.0,Matheus Galdezani,0.0,4,5.0,20,{},matheus-galdezani,5,0.0
464,Marcelo Hermes,82639,290,https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png,6,2.33,Marcelo Gazella Hermes,0.0,2,3.61,20,"{'A': 1, 'CA': 2, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 6, 'PE': 17, 'RB': 10}",marcelo-hermes,6,0.0
465,Lucca,61149,265,https://s.glbimg.com/es/sde/f/2019/07/24/56b02ff991db7a46958a717d7e7bebcb_FORMATO.png,9,2.36,Lucca Borges Brito,0.0,5,5.32,20,"{'CA': 1, 'FC': 11, 'FD': 8, 'FF': 6, 'FS': 17, 'I': 1, 'PE': 14, 'RB': 7}",lucca,7,0.0
466,RÇgis,82647,264,https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png,2,2.1,RÇgis Augusto Salmazzo,0.0,4,4.02,20,"{'FD': 1, 'FF': 1, 'FS': 2, 'PE': 1, 'RB': 1}",regis,6,0.0
467,Victor Rangel,82653,263,https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png,6,-0.45,Victor Neves Rangel,1.4,5,1.52,20,"{'CA': 1, 'FC': 8, 'FF': 2, 'FS': 8, 'I': 1, 'PE': 6}",victor-rangel,7,0.4
468,JoÑo Paulo,86770,314,https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png,18,2.85,JoÑo Paulo da Silva Alves,0.4,4,5.63,20,"{'CA': 3, 'FC': 31, 'FD': 6, 'FF': 9, 'FS': 29, 'G': 2, 'PE': 47, 'RB': 28}",joao-paulo,6,-0.1
469,Jean Carlos,84253,290,https://s.glbimg.com/es/sde/f/2019/08/13/a30f4147e4f6d4352203870e19f1d445_FORMATO.png,1,-2.8,Jean Carlos GuimarÑes dos Santos,0.0,4,0.78,20,"{'CA': 1, 'FC': 1, 'PE': 1}",jean-carlos,6,0.0
470,Rodriguinho,61033,283,https://s.glbimg.com/es/sde/f/2019/05/08/aed67dfbed5ad1906c0e020b63389e1d_FORMATO.png,5,2.48,Rodrigo Eduardo Costa Marinho,0.0,4,5.52,20,"{'CA': 2, 'FC': 3, 'FD': 1, 'FF': 3, 'FS': 7, 'G': 1, 'I': 1, 'PE': 9, 'RB': 4}",rodriguinho,6,0.0
471,Marcelo Rangel,82730,290,https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png,1,12.5,Marcelo Rangel da Rosa,0.0,1,5.43,20,"{'DD': 6, 'FS': 1, 'GS': 3}",marcelo-rangel,6,0.0
472,Max Walef,84338,356,https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png,0,0.0,Max Walef Ara£jo da Silva,0.0,1,1.0,20,{},max-walef,6,0.0
473,Rafinha,84381,290,https://s.glbimg.com/es/sde/f/2019/03/26/da0e26b0ad42f47aecd017b463a244e5_FORMATO.png,3,2.13,Rafael Diniz Alves e Silva,0.0,4,3.48,20,"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 2, 'FT': 1, 'PE': 2, 'RB': 1}",rafinha,6,0.0
474,Vin°cius Ara£jo,82767,267,https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png,0,0.0,Vin°cius Vasconcelos Ara£jo,0.0,5,2.0,20,{},vinicius-araujo,6,0.0
475,Danilo Barcelos,84382,267,https://s.glbimg.com/es/sde/f/2019/02/04/9212d58ce4cacfc864eabd43e1aacd0e_FORMATO.jpeg,13,3.76,Danilo Carvalho Barcelos,8.7,2,6.64,20,"{'A': 1, 'CV': 1, 'FC': 20, 'FD': 5, 'FF': 6, 'FS': 8, 'FT': 1, 'G': 2, 'I': 1, 'PE': 28, 'RB': 16, 'SG': 2}",danilo-barcelos,6,1.28
476,Daniel Amorim,82880,314,https://s.glbimg.com/es/sde/f/2019/02/18/0d8fec2dd84657e690f017bb4a25b414_FORMATO.png,9,1.37,Daniel Amorim Dias da Silva,0.0,5,5.13,20,"{'CA': 1, 'FC': 6, 'FD': 3, 'FF': 5, 'FS': 9, 'G': 1, 'I': 2, 'PE': 6}",daniel-amorim,5,0.0
477,Bruno Melo,84339,356,https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png,5,3.22,Bruno Ferreira Melo,0.0,2,3.2,20,"{'CV': 1, 'FC': 7, 'FF': 1, 'FS': 9, 'G': 1, 'I': 1, 'PE': 9, 'RB': 3, 'SG': 2}",bruno-melo,6,0.0
478,DedÇ,60819,283,https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png,14,5.28,Anderson Vital da Silva,0.0,3,15.9,20,"{'CA': 2, 'FC': 11, 'FD': 4, 'FF': 6, 'FS': 15, 'G': 2, 'PE': 31, 'RB': 23, 'SG': 5}",dede,7,0.0
479,Cristovam,82930,354,https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png,3,1.93,Cristovam Roberto Ribeiro da Silva,-0.1,2,2.49,20,"{'CA': 2, 'FC': 6, 'FF': 1, 'FS': 6, 'PE': 10, 'RB': 8}",cristovam,6,-0.08
480,Gilberto,61188,265,https://s.glbimg.com/es/sde/f/2019/03/29/e664bac2dfda2416beb75fb9615b8a4f_FORMATO.png,16,7.49,Gilberto Oliveira Souza J£nior,9.7,5,17.36,20,"{'A': 2, 'FC': 15, 'FD': 6, 'FF': 12, 'FS': 11, 'G': 11, 'I': 6, 'PE': 22, 'RB': 11}",gilberto,7,0.45
481,Fernando Sobral,84428,354,https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png,13,2.14,Fernando Pereira do Nascimento,0.0,4,5.34,20,"{'CA': 1, 'FC': 17, 'FD': 2, 'FF': 6, 'FS': 11, 'I': 1, 'PE': 23, 'RB': 22}",fernando-sobral,6,0.0
482,Fabr°cio,61228,341,https://s.glbimg.com/es/sde/f/2019/03/23/1c71c2070af8670cdc9e45e7d111715c_FORMATO.png,0,0.0,Fabr°cio Barros Santana,0.0,1,1.0,20,{},fabricio,6,0.0
483,Matheus Ribeiro,82943,277,https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png,0,0.0,Matheus Antunes Ribeiro,0.0,2,3.0,20,{},matheus-ribeiro,6,0.0
484,Airton,61985,266,https://s.glbimg.com/es/sde/f/2019/09/16/971dab9cc4ede1bc2109cfaa33591b2e_FORMATO.png,7,-0.73,Airton Ribeiro Santos,0.0,4,1.97,20,"{'CA': 2, 'CV': 1, 'FC': 9, 'FS': 9, 'PE': 7, 'RB': 4}",airton,6,0.0
485,Otero,83004,282,https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png,7,2.04,R¢mulo Otero V†squez,0.8,4,6.99,20,"{'CA': 1, 'FC': 9, 'FD': 6, 'FF': 9, 'FS': 14, 'PE': 7, 'RB': 1}",otero,6,-0.3
486,LucÑo,83199,266,https://s.glbimg.com/es/sde/f/2019/09/16/6750992c341b140d5dfc78630ad67add_FORMATO.png,2,-0.15,Lucas Vin°cius Gonáalves Silva,-0.3,5,2.71,20,{'PE': 1},lucao,6,-0.39
487,Valdo,84509,354,https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png,16,3.03,Andrevaldo de Jesus Santos,3.6,3,4.94,20,"{'A': 1, 'CA': 2, 'FC': 12, 'FD': 3, 'FF': 1, 'FS': 10, 'PE': 18, 'RB': 23, 'SG': 3}",valdo,7,-0.42
488,Romarinho,84523,356,https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png,17,2.62,JosÇ Rom†rio Silva de Souza,1.8,5,5.05,20,"{'A': 2, 'CA': 1, 'FC': 12, 'FD': 4, 'FF': 3, 'FS': 37, 'G': 1, 'I': 1, 'PE': 34, 'RB': 13}",romarinho,6,-0.12
489,Bruno Alves,84462,341,https://s.glbimg.com/es/sde/f/2019/09/13/6a63d017c3cafbb9d929b7a8d1c922d2_FORMATO.png,2,-1.75,Bruno Alves de Souza,-0.5,5,0.77,20,"{'CA': 1, 'FC': 3}",bruno-alves,6,0.0
490,Gabriel,83257,262,https://s.glbimg.com/es/sde/f/2019/04/26/dd35120796b86e57f5dcbd4aec56cbce_FORMATO.png,16,10.8,Gabriel Barbosa Almeida,11.1,5,21.5,20,"{'A': 3, 'CA': 5, 'FC': 10, 'FD': 17, 'FF': 20, 'FS': 15, 'G': 17, 'I': 9, 'PE': 34, 'RB': 5}",gabriel,7,0.51
491,Yuri,83263,265,https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png,0,0.0,Yuri Lima Lara,0.0,4,1.0,20,{},yuri,6,0.0
492,Guilherme Parede,83438,285,https://s.glbimg.com/es/sde/f/2019/04/29/a4e7ace9cd75f4187d56ba2fd7543a56_FORMATO.png,13,2.04,Guilherme Parede Pinheiro,0.9,5,4.43,20,"{'A': 1, 'CA': 2, 'FC': 15, 'FD': 6, 'FF': 8, 'FS': 21, 'G': 1, 'I': 7, 'PE': 15, 'RB': 6}",guilherme-parede,6,-0.02
493,LÇo Pereira,83528,293,https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png,14,2.44,Leonardo Pereira,0.4,3,8.06,20,"{'CA': 4, 'FC': 17, 'FD': 3, 'FF': 3, 'FS': 6, 'G': 1, 'I': 1, 'PE': 34, 'RB': 13, 'SG': 5}",leo-pereira,7,0.02
494,Luan Peres ,84847,277,https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png,1,-0.4,Luan Peres Petroni,0.0,3,2.99,20,"{'FC': 2, 'PE': 3, 'RB': 1}",luan-peres,6,0.0
495,Abner Felipe,84860,293,https://s.glbimg.com/es/sde/f/2019/04/01/18e6ddda5e7dd97a6c3c7e7a4ee0011d_FORMATO.png,3,6.43,Abner Felipe Souza de Almeida,0.0,2,4.81,20,"{'A': 2, 'FC': 6, 'FS': 5, 'PE': 9, 'RB': 5, 'SG': 1}",abner-felipe,6,0.0
496,Lucas Frigeri,84854,314,https://s.glbimg.com/es/sde/f/2019/03/26/65f2f48172da036fdca184334f150eab_FORMATO.png,1,11.7,Lucas Henrique Frigeri,0.0,1,6.17,20,"{'DD': 6, 'GS': 3, 'PE': 1}",lucas-frigeri,6,0.0
497,Nico L¢pez,84709,285,https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png,12,3.2,Nicol†s Federico L¢pez Alonso,0.6,5,13.45,20,"{'A': 1, 'CA': 4, 'FC': 15, 'FD': 10, 'FF': 12, 'FS': 9, 'FT': 2, 'G': 1, 'I': 6, 'PE': 31, 'RB': 14}",nico-lopez,7,-2.75
498,Marco Antìnio,105912,283,https://s.glbimg.com/es/sde/f/2019/07/19/e807102cde107d543c2b4cfb4ed8280f_FORMATO.jpeg,0,0.0,Marco Antìnio de Oliveira Coelho,0.0,4,1.0,20,{},marco-antonio,6,0.0
499,Cadu Silva,105914,277,,0,0.0,Carlos Eduardo Bertolassi da Silva,0.0,3,1.0,20,{},cadu-silva,6,0.0
500,Alex Silva,84861,314,https://s.glbimg.com/es/sde/f/2019/02/18/2ffd333de72b16a616330241a2857925_FORMATO.png,1,1.7,Alex da Silva,0.0,2,4.35,20,"{'CA': 1, 'FC': 2, 'FD': 1, 'FF': 1, 'FS': 3, 'PE': 1, 'RB': 1}",alex-silva,5,0.0
501,Rafinha,83681,341,https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png,2,2.95,Rafael Chagas Machado,0.0,2,3.92,20,"{'FC': 2, 'FS': 3, 'PE': 2, 'RB': 4}",rafinha,6,0.0
502,Welinton,105913,283,https://s.glbimg.com/es/sde/f/2019/07/19/22fe3b9be9edad9378b6f5abb5fd5bfe_FORMATO.jpeg,1,1.5,Welinton Macedo dos Santos,0.0,5,1.29,20,"{'FS': 1, 'I': 1, 'RB': 1}",welinton,6,0.0
503,Daniel Oliveira,106076,290,https://s.glbimg.com/es/sde/f/2019/08/17/22428bbf637f4e33dd14de3cbc5db111_FORMATO.png,0,0.0,Daniel de Pauli Oliveira,0.0,4,1.0,20,{},daniel-oliveira,6,0.0
504,Lucas Ramos,106000,285,https://s.glbimg.com/es/sde/f/2019/09/03/5835bace87a92fc7d3e303920886c724_FORMATO.png,0,0.0,Lucas de Ramos Silveira,0.0,4,1.0,20,{},lucas-ramos,6,0.0
505,Alberto Valentim,84863,314,https://s.glbimg.com/es/sde/f/2019/09/17/6cdc331f060e899d7c0f44b3fbea2423_FORMATO.png,11,3.3,Alberto Valentim do Carmo Neto,4.35,6,6.91,20,{},alberto-valentim,7,-0.12
506,Clayson,83817,264,https://s.glbimg.com/es/sde/f/2019/05/23/4eeb5e5d8c27f4298bba05b91526868c_FORMATO.png,17,2.76,Clayson Henrique da Silva Vieira,13.5,5,11.61,20,"{'A': 1, 'CA': 4, 'FC': 24, 'FD': 7, 'FF': 5, 'FS': 28, 'FT': 1, 'G': 3, 'I': 1, 'PE': 35, 'RB': 13}",clayson,6,2.61
507,JoÑo Pedro ,106017,267,https://s.glbimg.com/es/sde/f/2019/08/09/4b0dffb7d626e3c233ba72f5b9a65261_FORMATO.png,0,0.0,JoÑo Pedro Costa Contreiras Martins,0.0,5,1.0,20,{},joao-pedro,6,0.0
508,Johnny ,106002,285,https://s.glbimg.com/es/sde/f/2019/07/30/eec05aaa83cd22ce06b5bcb0f128f132_FORMATO.png,1,0.0,JoÑo Lucas Souza Cardoso,0.0,5,0.77,20,{},johnny,6,0.0
