,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto
452,"{'CA': 3, 'DS': 19, 'FC': 17, 'FD': 1, 'FF': 2, 'FS': 17, 'G': 1, 'I': 1, 'PI': 45}",38909,35,262,4,7,0.0,3.75,0.0,1.72,17,2.88,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",diego,Diego,Diego,Diego Ribas da Cunha,https://s.glbimg.com/es/sde/f/2022/04/25/a4a5d6ac853b270c7af13df3bcc44ee5_FORMATO.png
453,"{'A': 1, 'CA': 2, 'CV': 1, 'DS': 36, 'FC': 25, 'FD': 3, 'FF': 9, 'FS': 27, 'G': 2, 'I': 4, 'PI': 78}",112886,35,277,4,6,7.9,4.16,1.83,2.95,23,7.3,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-barbosa,Lucas Barbosa,L. Barbosa,Lucas Henrique Barbosa,https://s.glbimg.com/es/sde/f/2022/03/03/9fba085c9e9d64ca30ffb16b75fe7013_FORMATO.png
454,"{'DS': 1, 'PI': 2}",112734,35,263,5,6,0.0,0.76,0.0,0.5,2,0.3,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",daniel-cruz,Daniel Cruz,D. Cruz,Daniel dos Santos da Cruz,https://s.glbimg.com/es/sde/f/2022/06/16/cdbadf012a6d22cee8d65486394e73c6_FORMATO.png
455,{},107183,35,293,1,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",leo-linck,LÇo Linck,L. Linck,LÇo Matias Baiersdorf Linck,https://s.glbimg.com/es/sde/f/2021/04/14/31751fba3a98d772473dace237a4be33_FORMATO.png
456,{},115830,35,1371,3,6,0.0,3.0,0.0,0.0,0,2.34,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",juan-ojeda,Juan Ojeda,J. Ojeda,Juan Miguel Ojeda Gauto,https://s.glbimg.com/es/sde/f/2022/02/23/329e0ce48997a983d07303483e540281_FORMATO.png
457,{},111413,35,314,2,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",igor,Igor,Igor,Igor da Silva Dutra,https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png
458,{},98888,35,314,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",claudio-vitor,Cl†udio Vitor,C. Vitor,Cl†udio Vitor Morais de Lima Cruz,https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png
459,"{'DE': 3, 'GS': 5, 'SG': 1}",38509,35,262,1,6,0.0,6.31,0.0,1.0,3,2.4,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",diego-alves,Diego Alves,D. Alves,Diego Alves Carreira,https://s.glbimg.com/es/sde/f/2022/03/03/ebf5983aad74aded51b2bdca5bed278f_FORMATO.png
460,"{'CA': 4, 'DS': 22, 'FC': 27, 'FD': 6, 'FF': 15, 'FS': 51, 'FT': 2, 'G': 3, 'I': 2, 'PI': 61, 'PS': 2}",92146,35,1371,5,7,8.7,5.72,0.78,2.91,29,7.94,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",andre-luis,AndrÇ Lu°s,A. Lu°s,Andre Luis da Costa Alfredo,https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png
461,{},113159,35,275,3,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",michel,Michel,Michel,Michel Augusto Modesto Rafael dos Santos,https://s.glbimg.com/es/sde/f/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png
462,{},115674,35,282,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gabriel-delfim,Gabriel Delfim,G. Delfim,Gabriel Delfim Ferreira,https://s.glbimg.com/es/sde/f/2022/07/15/6611bdd061ed54c0fbe7137734a3699c_FORMATO.png
463,"{'CA': 3, 'DS': 33, 'FC': 19, 'FD': 2, 'FF': 3, 'FS': 10, 'PI': 89}",104519,35,1371,4,6,-0.8,3.18,-0.73,1.58,20,-0.18,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",camilo,Camilo,Camilo,Camilo Reijers de Oliveira,https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png
464,{},115247,35,275,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",kaique,Kaique,Kaique,Kaique Pereira Azarias,https://s.glbimg.com/es/sde/f/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png
465,"{'A': 1, 'CA': 1, 'DS': 12, 'FC': 10, 'FD': 4, 'FF': 4, 'FS': 14, 'I': 4, 'PI': 65, 'PS': 1}",101054,35,1371,5,6,1.1,2.75,-0.5,1.22,20,1.31,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",felipe-marques,Felipe Marques,F. Marques,Felipe Marques da Silva,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png
466,{},113690,35,277,1,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",diogenes,Di¢genes ,Di¢genes ,Di¢genes Vin°cius da Silva,https://s.glbimg.com/es/sde/f/2022/03/03/fe491455b3fd9db13061adfa98fd2182_FORMATO.png
467,"{'CA': 4, 'DS': 60, 'FC': 38, 'FD': 9, 'FF': 14, 'FS': 42, 'G': 1, 'PI': 162}",101573,35,1371,4,7,4.8,6.8,-0.74,3.28,28,4.98,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pepe,Pepà,Pepà,JoÑo Pedro Vilardi Pinto,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png
468,{},114335,35,293,4,6,0.0,4.0,0.0,0.0,0,3.11,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",jader,Jader,Jader,Jader Barbosa da Silva Gentil,https://s.glbimg.com/es/sde/f/2021/08/28/b1890f6a2535a6bafcc1d65d242e3de6_FORMATO.png
469,"{'CA': 10, 'DS': 64, 'FC': 62, 'FD': 2, 'FF': 9, 'FS': 21, 'PC': 2, 'PI': 123}",99214,35,277,4,7,0.0,5.92,0.0,2.24,24,4.47,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rodrigo-fernandez,Rodrigo Fern†ndez,R. Fern†ndez,Rodrigo Fern†ndez CedrÇs,https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png
470,{},116074,35,286,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",nicolas,Nicolas,Nicolas,Nicolas Arno Luft,https://s.glbimg.com/es/sde/f/2022/03/03/127b2ef745d8d8ce07263510d07af046_FORMATO.png
471,{},110235,35,263,5,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitinho,Vitinho,Vitinho,JoÑo Victor Vaz Lopes Pinto,https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png
472,"{'DS': 2, 'FC': 4, 'FF': 3, 'FS': 2, 'PI': 9}",105337,35,373,4,6,1.1,1.33,-0.04,0.53,7,1.13,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-lima,Lucas Lima,L. Lima,Lucas Eduardo Lima da Silva,https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png
473,{},111837,35,266,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gustavo-ramalho,Gustavo Ramalho,G. Ramalho,Gustavo Ramalho Bremer Pinto,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png
474,"{'A': 4, 'DS': 41, 'FC': 27, 'FD': 10, 'FF': 5, 'FS': 56, 'FT': 2, 'G': 2, 'I': 1, 'PI': 172}",51772,35,262,4,6,0.1,8.29,-0.79,3.93,28,1.31,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everton-ribeiro,Everton Ribeiro,E. Ribeiro,Everton Augusto de Barros Ribeiro,https://s.sde.globo.com/media/person_role/2022/04/25/e994fa1ddcbf61530f2598311908c471_FORMATO.png
475,{},113857,35,314,3,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",felipe-silva,Felipe Silva,F. Silva,Felipe Florencio da Silva,https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png
476,"{'CA': 4, 'DS': 12, 'FC': 23, 'FD': 5, 'FF': 3, 'FS': 4, 'I': 2, 'PI': 61, 'SG': 3}",52827,35,262,3,6,0.0,4.83,0.0,1.41,16,4.11,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",david-luiz,David Luiz,D. Luiz,David Luiz Moreira Marinho,https://s.glbimg.com/es/sde/f/2022/04/25/b04aadac11e76e4bd69df5b191e13d3c_FORMATO.png
477,{},104074,35,276,3,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",walce,Walce,Walce,Walce da Silva Costa Filho,https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png
478,{},77713,35,264,6,7,4.45,12.28,0.32,4.74,32,5.33,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitor-pereira,V°tor Pereira,V. Pereira,V°tor Manuel de Oliveira Lopes Pereira,https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png
479,{},111683,35,285,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",anthoni,Anthoni,Anthoni,Anthoni Spier Souza,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png
480,"{'CA': 4, 'DS': 18, 'FC': 20, 'FF': 3, 'FS': 8, 'FT': 1, 'PC': 1, 'PI': 93, 'SG': 4}",72491,35,314,3,6,0.0,5.43,0.0,1.61,19,1.59,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bressan,Bressan,Bressan,Matheus Simonete Bressanelli,https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png
481,"{'CA': 9, 'DS': 37, 'FC': 40, 'FD': 1, 'FF': 9, 'FS': 18, 'I': 2, 'PC': 1, 'PI': 158, 'PS': 1, 'SG': 5}",72532,35,290,2,2,0.0,3.63,-0.06,1.72,29,0.5,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",maguinho,Maguinho,Maguinho,Magno JosÇ da Silva,https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png
482,"{'FC': 1, 'FF': 1, 'FS': 1, 'PI': 1}",112831,35,314,5,6,0.0,1.65,0.0,0.9,1,1.25,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gustavo-santos,Gustavo Santos,G. Santos,Gustavo Santos Simîes da Silva,https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png
483,{},111172,35,327,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",robson,Robson,Robson,Robson Luiz dos Santos Nascimento,https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png
484,"{'CA': 2, 'CV': 1, 'DS': 12, 'FC': 7, 'FD': 2, 'FS': 6, 'I': 1, 'PI': 50}",74084,35,263,4,6,0.0,2.16,0.0,0.46,17,0.15,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-piazon,Lucas Piazon,L. Piazon,Gustavo Lucas Domingues Piaz¢n,https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png
485,"{'CA': 5, 'DS': 8, 'FC': 17, 'FD': 1, 'FS': 3, 'I': 1, 'PI': 24, 'SG': 5}",84263,35,282,3,7,-0.8,5.45,-1.11,2.75,9,0.07,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",jemerson,Jemerson,Jemerson,Jemerson de Jesus Nascimento,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png
486,"{'CA': 2, 'CV': 2, 'DS': 17, 'FC': 18, 'FF': 1, 'FS': 8, 'I': 2, 'PC': 1, 'PI': 48, 'SG': 4}",87808,35,263,3,6,0.0,3.16,0.0,1.61,16,4.97,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",philipe-sampaio,Philipe Sampaio,P. Sampaio,Philipe Sampaio Azevedo,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png
487,{},116825,35,266,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",jhonny,Jhonny,Jhonny,Jhonny Cardinoti Pedro,https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png
488,"{'CA': 2, 'DS': 23, 'FC': 25, 'FD': 3, 'FF': 9, 'FS': 32, 'FT': 1, 'G': 2, 'I': 3, 'PI': 103, 'PS': 1}",102928,35,293,5,6,3.8,5.33,0.41,2.27,24,3.99,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",canobbio,Canobbio,Canobbio,Agust°n Canobbio Graviz,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png
489,{},111798,35,266,5,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcelinho,Marcelinho,Marcelinho,Marcelo Francine de Castro Feliciano,
490,"{'A': 4, 'CA': 2, 'DS': 33, 'FC': 14, 'FD': 9, 'FF': 16, 'FS': 36, 'G': 3, 'I': 1, 'PI': 104}",105171,35,294,5,6,1.6,7.78,-0.43,4.71,23,2.37,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fabricio,Fabr°cio,Fabr°cio,Fabr°cio Daniel de Souza,https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png
491,{},114892,35,1371,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",caio-hila,Caio Hila,C. Hila,Caio CÇsar Amorim Hila,https://s.glbimg.com/es/sde/f/2022/02/23/23b11c9392056eda52cf2816d37b89a0_FORMATO.png
492,"{'DS': 3, 'FC': 1, 'FS': 1, 'PI': 10}",107044,35,266,5,6,0.0,0.75,0.0,0.56,5,0.13,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",alexandre-jesus,Alexandre Jesus,A. Jesus,Alexandre de Jesus Jeruzalem J£nior,https://s.glbimg.com/es/sde/f/2021/03/11/2cd0a3080b756150df221b41afd772f0_FORMATO.png
493,{},104681,35,356,5,6,0.0,2.0,0.0,0.0,0,1.57,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gabriel-silva,Gabriel Silva,G. Silva,Gabriel Santos Silva,https://s.glbimg.com/es/sde/f/2022/03/29/208d9eaf6488734e37ec5ee3a9192684_FORMATO.png
494,"{'A': 2, 'CA': 2, 'DS': 22, 'FC': 16, 'FD': 6, 'FF': 16, 'FS': 37, 'G': 3, 'I': 10, 'PI': 112, 'PS': 2}",111831,35,266,5,6,0.0,4.03,0.0,3.14,26,2.63,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-martins,Matheus Martins,M. Martins,Matheus Martins Silva dos Santos,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png
495,"{'CA': 3, 'DS': 19, 'FC': 8, 'FD': 1, 'FS': 4, 'G': 1, 'PI': 42, 'SG': 3}",117819,35,276,3,6,1.2,2.2,-0.15,3.27,12,1.23,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",luizao,LuizÑo,LuizÑo,Luiz Gustavo Oliveira da Silva,https://s.glbimg.com/es/sde/f/2022/05/15/eae05816cbdd8d3baa72d189ff569c87_FORMATO.png
496,"{'CA': 1, 'DS': 10, 'FC': 4, 'FD': 2, 'FF': 11, 'FS': 13, 'FT': 2, 'G': 4, 'I': 5, 'PI': 62, 'PS': 1}",71691,35,286,5,6,0.0,7.81,0.0,2.74,22,1.62,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",oscar-ruiz,üscar Ru°z,é. Ru°z,üscar Ram¢n Ruiz Roa,https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png
497,{},107740,35,285,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",emerson-junior,Emerson J£nior,E. J£nior,Emerson Fabiano Kerber J£nior,https://s.glbimg.com/es/sde/f/2022/04/02/65dc75cb5a8699174a8884a44bdf09a4_FORMATO.png
498,{},110775,35,294,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcao,MarcÑo,MarcÑo,Marco Antìnio Amorim de Oliveira Montes,https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png
499,"{'A': 1, 'CA': 6, 'DS': 15, 'FC': 11, 'FD': 2, 'FF': 4, 'FS': 13, 'PI': 44}",72362,35,354,4,5,0.0,4.13,0.0,1.79,12,2.26,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rodrigo-lindoso,Rodrigo Lindoso,R. Lindoso,Rodrigo Oliveira Lindoso,https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png
500,"{'A': 2, 'CA': 3, 'DS': 5, 'FC': 18, 'FD': 10, 'FF': 11, 'FS': 16, 'FT': 1, 'G': 6, 'I': 2, 'PI': 101}",93478,35,285,5,6,1.9,4.84,0.02,3.35,23,2.21,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",wanderson,Wanderson,Wanderson,Wanderson Maciel Sousa Campos,https://s.glbimg.com/es/sde/f/2022/03/11/60d938ca7b4268f47e35930fb50a834a_FORMATO.png
501,{},111689,35,262,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bruno,Bruno,Bruno,Bruno GuimarÑes de Souza,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png
502,"{'CA': 1, 'DS': 5, 'PI': 13}",107226,35,356,2,6,0.0,3.12,0.0,1.85,2,1.25,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitor-ricardo,Vitor Ricardo,V. Ricardo,Vitor Ricardo Guerra Candido Wach,https://s.glbimg.com/es/sde/f/2022/05/12/0879479b60f961a13e0dc4c1d10176f1_FORMATO.png
503,"{'A': 1, 'CA': 1, 'DS': 30, 'FC': 17, 'FD': 8, 'FF': 10, 'FS': 9, 'G': 3, 'I': 1, 'PI': 88}",116447,35,356,4,5,-1.0,4.05,-1.01,2.99,24,-0.11,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",hercules,HÇrcules,HÇrcules,HÇrcules Pereira do Nascimento,https://s.glbimg.com/es/sde/f/2022/05/12/6429cedc69ac434a2c09ab6caf1f83c7_FORMATO.png
504,{},110698,35,293,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",mycael,Mycael,Mycael,Mycael Pontes Moreira,https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png
505,{},117335,35,266,5,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gabryel-martins,Gabryel Martins,G. Martins,Gabryel da Silva Martins,
506,"{'DS': 2, 'FS': 1, 'PI': 1}",104219,35,290,2,6,0.0,2.73,0.0,2.8,1,2.59,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",douglas-silva,Douglas Silva,D. Silva,Douglas da Silva Santos,https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png
507,{},110251,35,293,1,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gabriel-pereira,Gabriel Pereira,G. Pereira,Gabriel Roberto Pereira,https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png
