,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto
49,"{'CA': 1, 'DS': 9, 'FC': 4, 'FD': 2, 'FS': 10, 'PI': 14}",109461,35,282,4,6,0.0,2.02,0.0,1.33,11,0.22,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",calebe,Calebe,Calebe,Calebe Gonáalves Ferreira da Silva,https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png
50,"{'A': 1, 'CA': 2, 'DS': 19, 'FC': 13, 'FD': 1, 'FF': 11, 'FS': 28, 'FT': 1, 'G': 4, 'I': 6, 'PI': 77, 'PS': 1}",38225,35,314,5,2,0.0,8.81,0.0,3.2,23,2.46,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",muriqui,Muriqui,Muriqui,Luiz Guilherme da ConceiáÑo Silva,https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png
51,"{'CA': 3, 'DS': 35, 'FC': 20, 'FD': 4, 'FF': 5, 'FS': 34, 'I': 2, 'PC': 1, 'PI': 78, 'SG': 10}",91708,35,266,3,7,0.0,12.23,0.0,3.85,26,8.09,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",nino,Nino,Nino,Marc°lio Floràncio Mota Filho,https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png
52,"{'CA': 3, 'DS': 32, 'FC': 29, 'FD': 6, 'FF': 13, 'FS': 9, 'FT': 2, 'PI': 151}",95662,35,327,4,2,0.0,2.66,-0.04,1.47,27,0.4,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-kal,Lucas Kal,L. Kal,Lucas Kal Schenfeld Progioli,https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png
53,"{'A': 1, 'CA': 3, 'CV': 1, 'DS': 33, 'FC': 18, 'FD': 7, 'FF': 9, 'FS': 33, 'G': 2, 'I': 2, 'PI': 117}",93886,35,327,4,2,0.0,2.8,0.0,2.78,25,2.5,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheusinho,Matheusinho,Matheusinho,Matheus Leonardo Sales Cardoso,https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png
54,"{'CA': 6, 'DS': 34, 'FC': 28, 'FD': 5, 'FF': 5, 'FS': 20, 'I': 4, 'PI': 239, 'SG': 6}",60969,35,327,2,2,0.0,5.42,0.0,1.85,28,-0.71,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",patric,Patric,Patric,Patric Cabral Lalau,https://s.glbimg.com/es/sde/f/2022/02/25/7625d982588386e96390538eb699b2a2_FORMATO.png
55,"{'DS': 9, 'FC': 3, 'FD': 1, 'FF': 2, 'PI': 38, 'SG': 1}",71602,35,327,2,6,0.0,3.4,0.0,2.32,6,2.81,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",joao-paulo,JoÑo Paulo,J. Paulo,JoÑo Paulo Gomes da Costa,https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png
56,"{'A': 9, 'CA': 1, 'DS': 33, 'FC': 9, 'FD': 13, 'FF': 20, 'FS': 42, 'FT': 2, 'G': 2, 'I': 2, 'PI': 199, 'PS': 1}",87863,35,262,4,6,0.0,17.02,0.0,6.2,22,4.98,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png
57,"{'A': 1, 'CA': 4, 'DS': 37, 'FC': 19, 'FD': 6, 'FF': 4, 'FS': 18, 'PC': 2, 'PI': 87, 'SG': 10}",95638,35,356,3,7,1.0,7.26,0.24,3.41,29,1.93,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcelo-benevenuto,Marcelo Benevenuto,M. Benevenuto,Marcelo da ConceiáÑo Benevenuto Malaquias,https://s.glbimg.com/es/sde/f/2022/05/12/5021e3ea5f8c3db816a9537e53808b5a_FORMATO.png
58,{},113558,35,280,5,6,0.0,2.26,0.0,0.0,1,0.26,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bruninho,Bruninho,Bruninho,Bruno Gonáalves de Jesus,https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png
59,"{'CA': 8, 'DS': 15, 'FC': 31, 'FD': 17, 'FF': 17, 'FS': 11, 'FT': 1, 'G': 4, 'I': 11, 'PI': 61, 'PP': 1}",68773,35,327,5,2,5.2,4.42,0.86,2.56,25,4.87,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",henrique-almeida,Henrique Almeida,H. Almeida,Henrique Almeida Caixeta Nascentes,https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png
60,"{'A': 2, 'CA': 5, 'DS': 35, 'FC': 30, 'FD': 11, 'FF': 17, 'FS': 45, 'FT': 1, 'G': 3, 'I': 4, 'PI': 157}",91151,35,327,5,7,-0.1,8.24,-0.1,3.78,26,1.05,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everaldo,Everaldo,Everaldo,Everaldo Silva do Nascimento,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png
61,"{'DE': 7, 'GS': 1}",80079,35,327,1,6,0.0,2.61,0.0,6.0,1,4.78,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",airton,Airton,Airton,Airton Moraes Michellon,https://s.glbimg.com/es/sde/f/2021/06/04/81208059e023912c79130d05f5ec68f0_FORMATO.png
62,"{'A': 5, 'CA': 4, 'DS': 56, 'FC': 29, 'FD': 8, 'FF': 7, 'FS': 32, 'G': 3, 'I': 4, 'PC': 1, 'PI': 218, 'PS': 1}",82381,35,327,4,7,0.3,6.71,-1.73,3.52,32,1.09,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",juninho,Juninho,Juninho,Adilson dos Anjos Oliveira,https://s.glbimg.com/es/sde/f/2022/02/24/fb366714954149fbf7b493465bba1d9e_FORMATO.png
63,"{'DE': 2, 'SG': 1}",68928,35,282,1,6,0.0,4.95,0.0,7.0,1,6.25,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rafael,Rafael,Rafael,Rafael Pires Monteiro,https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png
64,"{'A': 2, 'CV': 1, 'DS': 47, 'FC': 39, 'FD': 3, 'FF': 9, 'FS': 45, 'G': 2, 'PC': 1, 'PI': 124}",86388,35,327,4,7,11.2,9.69,1.56,3.5,25,10.59,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ale,Alà,Alà,Alexandre Egea,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png
65,"{'CA': 7, 'DS': 24, 'FC': 32, 'FD': 2, 'FF': 5, 'FS': 7, 'PC': 1, 'PI': 49, 'SG': 10}",95794,35,282,3,6,0.0,9.08,0.0,3.49,19,7.1,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",nathan-silva,Nathan Silva,N. Silva,Nathanael Ananias da Silva,https://s.glbimg.com/es/sde/f/2022/07/15/d0236fbab3979985ac474c82ddc56fe1_FORMATO.png
66,"{'A': 3, 'CA': 3, 'DS': 32, 'FC': 17, 'FD': 6, 'FF': 14, 'FS': 22, 'FT': 2, 'G': 5, 'I': 1, 'PI': 154, 'PS': 1}",63289,35,285,4,6,0.6,10.27,-1.77,3.53,30,1.9,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",edenilson,Eden°lson,Eden°lson,Eden°lson Andrade dos Santos,https://s.glbimg.com/es/sde/f/2022/04/02/97f5d4131e53423d654abddad3cbc9ee_FORMATO.png
67,"{'CA': 2, 'DS': 13, 'FC': 10, 'FD': 5, 'FF': 9, 'FS': 25, 'FT': 1, 'I': 4, 'PI': 94}",39572,35,314,4,7,-0.4,3.33,-0.01,1.96,15,0.2,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",renato,Renato,Renato,JosÇ Renato da Silva J£nior,https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png
68,"{'CA': 2, 'DE': 6, 'FS': 3, 'GS': 2, 'SG': 1}",73533,35,314,1,6,0.0,2.36,0.0,3.17,3,2.12,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gledson,GlÇdson,GlÇdson,GlÇdson Ribeiro dos Santos,https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png
69,"{'A': 2, 'CA': 6, 'DS': 27, 'FC': 41, 'FD': 3, 'FF': 2, 'FS': 8, 'GC': 1, 'PI': 123, 'SG': 11}",91203,35,327,3,2,4.9,4.43,0.88,2.36,31,4.79,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",eder,êder,êder,êder Ferreira Graminho,https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png
70,"{'A': 14, 'CA': 2, 'DS': 17, 'FC': 11, 'FD': 33, 'FF': 37, 'FS': 69, 'FT': 2, 'G': 6, 'I': 12, 'PI': 382, 'PP': 1}",87999,35,275,4,3,6.9,13.03,-0.26,6.44,31,7.36,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gustavo-scarpa,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png
71,"{'A': 3, 'CA': 1, 'DS': 20, 'FC': 16, 'FD': 13, 'FF': 20, 'FS': 14, 'FT': 1, 'G': 3, 'I': 1, 'PI': 131}",85931,35,280,4,7,10.6,8.58,1.97,3.56,24,9.96,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",hyoran,Hyoran,Hyoran,Hyoran Kaue Dalmoro,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png
72,"{'A': 3, 'CA': 2, 'DS': 49, 'FC': 17, 'FD': 5, 'FF': 14, 'FS': 4, 'FT': 1, 'G': 4, 'GC': 1, 'I': 2, 'PI': 210, 'PP': 1}",93790,35,373,4,6,2.3,7.23,0.31,2.81,33,3.05,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marlon-freitas,Marlon Freitas,M. Freitas,Marlon Rodrigues Freitas,https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png
73,"{'DS': 4, 'FC': 5, 'FF': 2, 'FS': 4, 'PI': 24}",97317,35,327,4,6,0.0,1.57,0.0,0.5,9,0.63,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ze-ricardo,ZÇ Ricardo,Z. Ricardo,JosÇ Ricardo Barbosa Ribeiro Drumond,https://s.glbimg.com/es/sde/f/2022/02/24/55526a7acacc680703923482c9c2fd9d_FORMATO.png
74,"{'A': 3, 'DS': 30, 'FC': 13, 'FD': 8, 'FF': 10, 'FS': 20, 'G': 1, 'I': 1, 'PI': 136}",38398,35,264,4,2,2.3,6.92,0.35,3.29,21,2.99,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",renato-augusto,Renato Augusto,R. Augusto,Renato Soares de Oliveira Augusto,https://s.sde.globo.com/media/person_role/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png
75,"{'A': 1, 'CA': 3, 'DS': 7, 'FC': 11, 'FD': 3, 'FF': 4, 'FS': 11, 'G': 1, 'I': 1, 'PI': 26}",97062,35,327,4,6,0.0,4.27,0.0,1.65,15,0.44,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",juan-ramirez,Juan Ram°rez,J. Ram°rez,Juan Pablo Ram°rez Vel†squez,https://s.glbimg.com/es/sde/f/2022/02/24/2e0263bb5e40212a4b61690039d26668_FORMATO.png
76,"{'A': 1, 'CA': 6, 'DS': 10, 'FC': 6, 'FD': 4, 'FF': 5, 'FS': 18, 'I': 2, 'PI': 38}",62114,35,285,4,6,0.0,3.62,0.0,1.43,16,0.45,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",taison,Taison,Taison,Taison Barcellos Freda,https://s.glbimg.com/es/sde/f/2021/05/14/e379ea8aa45369444909326de75a3863_FORMATO.png
77,"{'A': 5, 'CA': 2, 'DS': 28, 'FC': 11, 'FD': 21, 'FF': 24, 'FS': 45, 'FT': 2, 'G': 6, 'I': 8, 'PI': 254}",95799,35,280,5,7,14.6,10.7,2.25,5.12,29,13.5,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",artur,Artur,Artur,Artur Victor GuimarÑes,https://s.glbimg.com/es/sde/f/2022/05/05/5c98a0d6cc76edfef83280072bbd3832_FORMATO.png
78,"{'DS': 2, 'FC': 1, 'FD': 1, 'FS': 2, 'PI': 14}",50879,35,293,4,6,0.0,3.15,0.0,0.48,6,0.23,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marlos,Marlos,Marlos,Marlos Romero Bonfim,https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png
79,"{'CA': 2, 'DS': 14, 'FC': 13, 'FF': 5, 'FS': 9, 'PI': 57}",73858,35,314,4,6,-0.6,1.83,-0.21,0.65,21,-0.22,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",jean-cleber,Jean ClÇber,J. ClÇber,Jean ClÇber Santos da Silva,https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png
80,"{'CA': 1, 'DS': 19, 'FC': 13, 'FD': 2, 'FF': 6, 'FS': 2, 'PI': 58, 'SG': 5}",100943,35,327,3,7,6.8,4.81,1.04,2.26,20,6.27,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",conti,Conti,Conti,Germ†n AndrÇs Conti,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png
81,"{'CA': 7, 'DS': 53, 'FC': 20, 'FD': 5, 'FF': 7, 'FS': 22, 'PI': 149, 'SG': 8}",87225,35,293,3,7,1.7,7.67,-0.05,3.92,25,2.42,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonáalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png
82,"{'DS': 6, 'FC': 6, 'FD': 4, 'FF': 2, 'FS': 10, 'FT': 1, 'PI': 27}",89696,35,314,5,7,2.9,2.87,0.3,1.31,13,2.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",romulo,Rìmulo ,Rìmulo ,Rìmulo dos Santos de Souza,https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png
83,"{'CA': 2, 'DS': 4, 'FC': 2, 'FD': 2, 'FF': 4, 'FS': 12, 'G': 3, 'I': 3, 'PI': 55}",69705,35,276,4,6,0.0,6.02,0.0,2.91,11,2.64,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",nikao,NikÑo,NikÑo,Maycon Vin°cius Ferreira da Cruz,https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png
84,{},104095,35,327,2,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitor-hugo,Vitor Hugo,V. Hugo,Vitor Hugo de Andrade Oliveira,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png
85,"{'A': 1, 'CA': 4, 'DS': 29, 'FC': 15, 'FD': 8, 'FF': 22, 'FS': 24, 'FT': 1, 'G': 2, 'I': 5, 'PI': 168}",86485,35,282,5,7,-0.7,6.76,-0.17,3.01,24,0.38,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",keno,Keno,Keno,Marcos da Silva Franáa,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png
86,"{'CA': 2, 'DS': 12, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 12, 'PI': 38}",108201,35,327,4,6,0.0,2.27,0.0,1.53,10,0.49,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gustavo,Gustavo,Gustavo,Gustavo CÇsar Mendonáa Gravino,https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png
87,"{'A': 1, 'CA': 6, 'DS': 22, 'FC': 42, 'FD': 8, 'FF': 16, 'FS': 33, 'G': 1, 'I': 1, 'PI': 95}",91688,35,314,4,7,3.2,4.65,0.01,1.85,27,3.35,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",eduardo,Eduardo,Eduardo,Eduardo Jacinto de Biasi,https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png
88,"{'A': 3, 'CA': 3, 'DS': 12, 'FC': 23, 'FD': 17, 'FF': 31, 'FS': 17, 'FT': 1, 'G': 11, 'I': 6, 'PI': 180, 'PP': 1}",102878,35,293,4,7,15.9,11.95,2.36,5.06,28,14.65,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",terans,Terans,Terans,Miguel David Terans PÇrez,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png
89,"{'DS': 2, 'FC': 1, 'FF': 1, 'FS': 1, 'PI': 3}",105608,35,327,4,6,0.0,1.72,0.0,1.55,2,1.82,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",flavio,Fl†vio,Fl†vio,Luiz Fl†vio SilvÇrio Silva,https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png
90,"{'A': 1, 'CA': 11, 'CV': 1, 'DS': 95, 'FC': 71, 'FD': 3, 'FF': 8, 'FS': 35, 'FT': 1, 'I': 1, 'PI': 162}",68698,35,314,4,7,0.0,7.6,0.0,3.51,28,2.44,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bruno-silva,Bruno Silva,B. Silva,Bruno CÇsar Pereira da Silva,https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png
91,"{'CA': 9, 'DS': 58, 'FC': 37, 'FD': 7, 'FF': 11, 'FS': 79, 'FT': 1, 'G': 1, 'PI': 215, 'PS': 3}",95556,35,314,4,7,0.4,8.71,0.04,3.08,32,1.69,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",raniele,Raniele,Raniele,Raniele Almeida Melo,https://s.glbimg.com/es/sde/f/2022/02/24/141b440d404a99f92d79a5e2f9d83c83_FORMATO.png
92,"{'A': 3, 'CA': 1, 'DS': 10, 'FC': 8, 'FD': 3, 'FF': 8, 'FS': 7, 'G': 2, 'I': 7, 'PI': 41}",90302,35,356,5,6,0.0,3.73,0.0,3.01,16,4.03,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-rocha,Pedro Rocha,P. Rocha,Pedro Rocha Neves,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png
93,"{'CA': 3, 'DE': 69, 'DS': 1, 'FS': 2, 'GS': 35, 'PC': 1, 'SG': 2}",69040,35,314,1,7,2.0,4.02,0.27,2.1,20,2.24,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vladimir,Vladimir,Vladimir,Vladimir Orlando Cardoso de Ara£jo Filho,https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png
94,{},115792,35,314,4,6,0.0,1.0,0.0,0.0,0,0.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",macae,MacaÇ,MacaÇ,Arthur Neves Scheles,https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png
95,"{'CV': 1, 'DS': 2, 'FC': 2, 'PI': 13}",101036,35,314,2,6,0.0,1.52,0.0,-1.25,2,0.16,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",diego-matos,Diego Matos,D. Matos,Diego Daniel Rodrigues de Matos,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png
96,"{'CA': 1, 'DS': 2, 'FC': 1, 'FD': 4, 'FF': 3, 'FS': 1, 'PI': 15}",106704,35,327,5,5,0.0,1.75,0.0,1.22,6,1.44,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",carlos-alberto,Carlos Alberto,C. Alberto,Carlos Alberto Gomes da Silva Filho,https://s.glbimg.com/es/sde/f/2022/02/25/c051db5190893370b401c6f37c4c427d_FORMATO.png
97,"{'A': 2, 'CA': 2, 'CV': 1, 'DS': 30, 'FC': 15, 'FD': 2, 'FF': 5, 'FS': 12, 'G': 1, 'I': 1, 'PI': 238, 'SG': 5}",73318,35,263,2,7,1.5,5.72,-0.21,2.51,23,2.06,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",daniel-borges,Daniel Borges,D. Borges,Daniel Fortunato Borges,https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png
